AGNO;DEN_ID;DEN_CANAL;DEN_ESTADO;DEN_FEC_CREACION;DEN_MES_CREACION;DEN_TRIMESTRE_CREACION;DEN_FEC_TERMINO_DENUNCIA;DEN_OFICINA;DEN_DEPARTAMENTO;DEN_AMBITO;DEN_TEMA;DEN_SUBTEMA;DEN_MRUN;DEN_AFECTADO;DEN_SEXO;DEN_TIPO;AFEC_MRUN;RBD;EE_NOMBRE;EE_COD_REGION;EE_COD_PROVINCIA;EE_COD_COMUNA;EE_NOM_COMUNA;EE_COD_DEPE;EE_DEPE_AGRUP;AFEC_COD_ENSE2;DEN_REGION
2014;CAS-10022-L7D6K4;1;1;20140102;1;1;20140108;2;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;20624510;0;2; ;20668059;283;LICEO TECNICO DE ANTOFAGASTA;2;21;2101;ANTOFAGASTA;1;1;7;2
2014;CAS-10023-Z9J6W7;1;1;20140102;1;1;20140113;2;1;CONVIVENCIA;SITUACIONES DE CONNOTACIÓN SEXUAL;SITUACIONES DE CONNOTACIÓN SEXUAL DE ADULTO A PÁRVULOS Y/O ESTUDIANTES;855218;0;2; ;6156204;366;HRVATSKA SKOLA S. ESTEBAN (EX-J. SKOLA);2;21;2101;ANTOFAGASTA;4;4;5;2
2014;CAS-10025-B1L7H2;1;1;20140102;1;1;20140113;2;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;19351296;0;2;APODERADO/A;14614576;12848;LICEO EXPERIMENTAL ARTISTICO Y APLICACIO;2;21;2101;ANTOFAGASTA;3;3;5;2
2014;CAS-10026-V6K4S2;1;1;20140102;1;1;20140102;9;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;12613077;0;2;PADRE/MADRE/TUTOR;3359885;5315;COLEGIO PARTIC. WOLFGANG AMADEUS MOZART;9;92;9202;COLLIPULLI;3;3;2;9
2014;CAS-10029-Q9D2Q6;1;1;20140102;1;1;20140102;9;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR NECESIDADES EDUCATIVAS ESPECIALES PERMANENTES Y/O TRANSITORIAS (TDA, DISCAPACIDAD FÍSICA Y/O INTELECTUAL, U OTRAS);12613077;0;2;PADRE/MADRE/TUTOR;24807779;5315;COLEGIO PARTIC. WOLFGANG AMADEUS MOZART;9;92;9202;COLLIPULLI;3;3;2;9
2014;CAS-10032-W6J5W5;1;1;20140102;1;1;20140227;8;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);6508860;0;2;APODERADO/A;14177122;3723;COLEGIO DARIO SALAS;8;84;8401;CHILLÁN;3;3;5;8
2014;CAS-10034-V5L5K6;1;1;20140102;1;1;20140102;9;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR NECESIDADES EDUCATIVAS ESPECIALES PERMANENTES Y/O TRANSITORIAS (TDA, DISCAPACIDAD FÍSICA Y/O INTELECTUAL, U OTRAS);21534142;0;2;PADRE/MADRE/TUTOR;20916015;20016;COLEGIO DE APLICACION;9;91;9101;TEMUCO;3;3;2;9
2014;CAS-10036-C4T6B4;1;1;20140102;1;1;20140113;2;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;15613863;1;2; ;15613863;12848;LICEO EXPERIMENTAL ARTISTICO Y APLICACIO;2;21;2101;ANTOFAGASTA;3;3;5;2
2014;CAS-10037-J7S8H7;1;1;20140102;1;1;20151111;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;14275897;0;1; ;4915403;26083;COLEGIO SAN ALBERTO HURTADO;13;131;13125;QUILICURA;3;3;2;13
2014;CAS-10039-V3V8T5;1;1;20140102;1;1;20140130;5;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;23722181;0;2;APODERADO/A;18004134;14825;NUEVO COLEGIO PART. DE CARTAGENA;5;56;5603;CARTAGENA;3;3;5;5
2014;CAS-10041-F3T5M7;1;1;20140102;1;1;20140110;9;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;11347659;0;1;PADRE/MADRE/TUTOR;4933254;5569;LICEO GABRIELA MISTRAL DE TEMUCO;9;91;9101;TEMUCO;2;1;5;9
2014;CAS-10042-Q3M7L5;1;1;20140102;1;1;20140317;2;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE;15282512;0;2; ;5398111;284;LICEO DE HOMBRES DE ANTOFAGASTA MARIO BAHAMONDE SILVA;2;21;2101;ANTOFAGASTA;1;1;2;2
2014;CAS-10043-Q6C7Q5;1;1;20140102;1;1;20140218;8;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;5461516;0;2;APODERADO/A;5461516; ;OTRO; ; ; ; ;99;9;7;8
2014;CAS-10044-C8Q2Y0;1;1;20140102;1;1;20140106;5;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;6884976;0;2;APODERADO/A;4842936;1362;ESCUELA AGRICOLA SALESIANA F. HUIDOBRO;5;57;5702;CATEMU;3;3;5;5
2014;CAS-10045-T4T5X9;1;1;20140102;1;1;20140217;6;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;3906766;0;1;ESTUDIANTE;3906766; ;OTRO; ; ; ; ;99;9;7;6
2014;CAS-10046-S1P5F0;1;1;20140102;1;1;20140102;9;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;9309136;0;2;PADRE/MADRE/TUTOR;22192168;5613;COMPLEJO EDUCACIONAL LA GRANJA;9;91;9119;VILCÚN;2;1;2;9
2014;CAS-10049-B2J6Y9;1;1;20140102;1;1;20140102;9;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;2014396;0;2;PADRE/MADRE/TUTOR;22225526;19983;ESCUELA BASICA PARTICULAR EMPRENDER;9;91;9101;TEMUCO;3;3;5;9
2014;CAS-10051-X4F6Y1;1;1;20140102;1;1;20140311;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;14864405;0;2;PADRE/MADRE/TUTOR;21038212;8627;COLEGIO SANTA MARIA DE SANTIAGO;13;131;13101;SANTIAGO;3;3;2;13
2014;CAS-10052-L5L3P2;1;1;20140102;1;1;20140306;1;2;GESTIÓN TÉCNICO-PEDAGÓGICA;JORNADA EDUCATIVA (HORAS DE CLASES O ACTIVIDADES Y HORAS NO LECTIVAS);INCUMPLIMIENTO DE HORAS DE CLASES O ACTIVIDADES;12360252;0;2;PADRE/MADRE/TUTOR;7363246;12538;ESCUELA CHIPANA;1;11;1101;IQUIQUE;1;1;2;1
2014;CAS-10053-F4H1F8;1;1;20140102;1;1;20140304;5;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;19067331;0;2;PADRE/MADRE/TUTOR;17366609;1756;COLEGIO CLAUDIO MATTE;5;51;5109;VIÑA DEL MAR;3;3;5;5
2014;CAS-10054-Z1P4Z2;1;1;20140102;1;1;20140313;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;14036340;0;2; ;18966539;24675;COLEGIO SAN MANUEL;13;135;13501;MELIPILLA;3;3;5;13
2014;CAS-10056-P5Y8Y2;1;1;20140102;1;1;20140130;5;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;19067331;0;2;PADRE/MADRE/TUTOR;14040787;12330;COLEGIO CRISTIANO EBEN-EZER ANEXO;5;51;5109;VIÑA DEL MAR;3;3;2;5
2014;CAS-10058-H6M0Z4;1;1;20140102;1;1;20140306;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;16363122;0;2;PADRE/MADRE/TUTOR;11507467;12632;COLEGIO SIMON BOLIVAR;1;11;1107;ALTO HOSPICIO;2;1;2;1
2014;CAS-10062-K8Q9L8;1;1;20140102;1;1;20140102;9;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;2014396;0;2;PADRE/MADRE/TUTOR;22225526;19983;ESCUELA BASICA PARTICULAR EMPRENDER;9;91;9101;TEMUCO;3;3;5;9
2014;CAS-10064-H4J4M2;1;1;20140102;1;1;20140317;6;2;CONVIVENCIA;SITUACIONES DE CONNOTACIÓN SEXUAL;SITUACIONES DE CONNOTACIÓN SEXUAL ENTRE PÁRVULOS Y/O ESTUDIANTES;15794947;0;2; ;20734120;2716;ESCUELA MUNICIPAL SAN PEDRO DE ALCANTARA;6;62;6206;PAREDONES;2;1;1;6
2014;CAS-10065-C8Y6N0;1;1;20140102;1;1;20140121;4;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;2645769;0;2;PADRE/MADRE/TUTOR;2645769;13604;COLEGIO RAKIDUAM;4;41;4102;COQUIMBO;3;3;5;4
2014;CAS-10066-Q5X6X6;2;1;20140102;1;1;20140328;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;14938399;0;2;PADRE/MADRE/TUTOR;14938399;10828;COLEGIO PARTICULAR ALONSO DE ERCILLA;13;135;13501;MELIPILLA;3;3;5;13
2014;CAS-10069-K7G3Y1;1;1;20140102;1;1;20140113;2;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;20929499;1;2; ;20929499; ;OTRO; ; ; ; ;99;9;5;2
2014;CAS-10070-V1V2R0;1;1;20140102;1;1;20140113;8;1;GESTIÓN DE RECURSOS FINANCIEROS;COBROS EN ESTABLECIMIENTOS SUBVENCIONADOS O QUE RECIBEN APORTES DEL ESTADO;COBROS ADICIONALES Y/O EXIGENCIAS EN ESPECIES (MATERIALES DE ASEO DE USO GENERAL, DE OFICINA, DISFRAZ, VESTUARIO BAILE, RIFAS, OTRO);13148847;0;2;APODERADO/A;20715624; ;OTRO; ; ; ; ;99;9;2;8
2014;CAS-10071-Y3N2Y0;1;1;20140102;1;1;20140304;13;2;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE;22048866;0;1;APODERADO/A;18629838;25347;COLEGIO SEBASTIAN EL CANO SAN BERNARDO;13;134;13401;SAN BERNARDO;3;3;5;13
2014;CAS-10073-M9S4Z5;1;1;20140102;1;1;20140106;5;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;14169651;1;2; ;14169651;1682;COLEGIO MIRAFLORES;5;51;5109;VIÑA DEL MAR;1;1;2;5
2014;CAS-10075-D7W7N8;1;1;20140102;1;1;20140131;1;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;20371215;0;2;PADRE/MADRE/TUTOR;6979734;12761;ESCUELA BASICA FRANCISCO FORGIONE;1;11;1101;IQUIQUE;3;3;2;1
2014;CAS-10076-B4S6V8;1;1;20140102;1;1;20140102;5;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);13366794;0;2; ;3817435;40155;COLEGIO DIEGO VELÁZQUEZ;5;51;5109;VIÑA DEL MAR;3;3;2;5
2014;CAS-10077-P8S4Q8;1;1;20140102;1;1;20140304;5;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;12746665;0;2;APODERADO/A;14228045;1757;COLEGIO ACONCAGUA;5;58;5801;QUILPUÉ;3;3;5;5
2014;CAS-10079-F0V7J4;1;1;20140102;1;1;20140120;2;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;1033885;0;2; ;22272825;256;INSTITUTO OBISPO SILVA LEZAETA;2;22;2201;CALAMA;3;3;2;2
2014;CAS-10080-S4T1B4;2;1;20140102;1;1;20140320;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;22830456;0;2;PADRE/MADRE/TUTOR;15354424;24438;COLEGIO MERRYLAND;13;132;13201;PUENTE ALTO;3;3;2;13
2014;CAS-10082-C0B4C7;1;1;20140102;1;1;20140102;13;1;CONVIVENCIA;RETENCIÓN DE DOCUMENTOS;RETENCIÓN DE DOCUMENTOS POR DEUDA;12237162;0;2;PADRE/MADRE/TUTOR;23029237;8643;INSTITUTO COMERCIAL BLAS CANAS;13;131;13101;SANTIAGO;3;3;5;13
2014;CAS-10083-Z4R2J1;1;1;20140102;1;1;20140204;9;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;2708830;0;2;APODERADO/A;22424128;20231;COLEGIO DE EDUCACION DE ADULTOS HORIZONTE;9;91;9101;TEMUCO;4;4;5;9
2014;CAS-10084-B8C5N9;1;1;20140102;1;1;20140127;14;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;22409620;0;1;PADRE/MADRE/TUTOR;23872129;12185;ESCUELA PARTICULAR HELVECIA;14;141;14101;VALDIVIA;3;3;2;14
2014;CAS-10085-P3Z7Y8;1;1;20140102;1;1;20140106;5;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);21967965;1;2; ;21967965;12151;COLEGIO HISPANO AMERICANO;5;51;5109;VIÑA DEL MAR;3;3;5;5
2014;CAS-10086-X1B2N2;2;1;20140102;1;1;20140103;7;1;INFRAESTRUCTURA;LOCAL O INFRAESTRUCTURA DEL ESTABLECIMIENTO EDUCACIONAL;FALTA O DEFICIENCIAS EN LA INFRAESTRUCTURA DEL ESTABLECIMIENTO;23534044;0;2;PADRE/MADRE/TUTOR;23534044;3159;ESCUELA RIVERA DEL MAULE;7;71;7107;PENCAHUE;2;1;2;7
2014;CAS-10088-R5C0K1;1;1;20140102;1;1;20140204;5;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;7632991;0;2; ;7536026;40252;LICEO JOSÉ CORTÉS BROWN-RECREO;5;51;5109;VIÑA DEL MAR;3;3;5;5
2014;CAS-10089-D9F4N1;1;1;20140102;1;1;20140310;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;14327717;0;1;APODERADO/A;16241934;9340;COLEGIO SANTA MARIA;13;131;13110;LA FLORIDA;3;3;5;13
2014;CAS-10090-Z9S0Q9;1;1;20140102;1;1;20141114;8;3;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;18241423;0;2;APODERADO/A;24257221; ;OTRO; ; ; ; ;99;9;2;8
2014;CAS-10091-F1V2H4;1;1;20140102;1;1;20140120;2;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR NACIONALIDAD Y/U ORIGEN RACIAL;6176175;0;2; ;24433714;10970;LICEO JORGE ALESSANDRI RODRIGUEZ;2;22;2201;CALAMA;1;1;5;2
2014;CAS-10092-J1X4K8;1;1;20140102;1;1;20140307;8;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;10528278;0;2;APODERADO/A;9427786;3977;LICEO SANTA CRUZ DE LARQUI;8;84;8402;BULNES;2;1;2;8
2014;CAS-10093-S2S1C5;2;1;20140102;1;1;20140122;7;2;GESTIÓN TÉCNICO-PEDAGÓGICA;JORNADA EDUCATIVA (HORAS DE CLASES O ACTIVIDADES Y HORAS NO LECTIVAS);INCUMPLIMIENTO DE HORAS DE CLASES O ACTIVIDADES;21718859;1;2;DOCENTE;21718859;2978;ESCUELA SAN MIGUEL;7;71;7101;TALCA;2;1;2;7
2014;CAS-10096-Q4B1J1;1;1;20140102;1;1;20140113;2;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;4430180;0;2; ;6867482;342;COLEGIO INGLES SAN JOSE;2;21;2101;ANTOFAGASTA;3;3;5;2
2014;CAS-10097-B9M2W2;1;1;20140102;1;1;20140227;8;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;4929847;0;2;APODERADO/A;2371207;31110;COLEGIO FRATERNIDAD;8;81;8108;SAN PEDRO DE LA PAZ;3;3;5;8
2014;CAS-10098-V6B2S7;1;1;20140102;1;1;20140331;5;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;6017513;0;2;APODERADO/A;19224544;1403;COL.NTRA.SEÑORA DEL HUERTO;5;55;5501;QUILLOTA;4;4;2;5
2014;CAS-10099-C0T3P0;1;1;20140102;1;1;20140102;9;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR NECESIDADES EDUCATIVAS ESPECIALES PERMANENTES Y/O TRANSITORIAS (TDA, DISCAPACIDAD FÍSICA Y/O INTELECTUAL, U OTRAS);24552541;0;2;PADRE/MADRE/TUTOR;19231986;20041;ESCUELA PARTICULAR CLAUDIO ARRAU;9;91;9120;VILLARRICA;3;3;5;9
2014;CAS-10100-D6L8Q2;2;1;20140102;1;1;20141105;5;1;CONVIVENCIA;RETENCIÓN DE DOCUMENTOS;RETENCIÓN DE DOCUMENTOS POR DEUDA;9252751;1;2;APODERADO/A;9252751;14866;COLEGIO ALTAZOR;5;51;5103;CONCÓN;3;3;5;5
2014;CAS-10101-W7X5T4;1;1;20140102;1;1;20140102;5;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);6893445;0;2; ;11616757;1757;COLEGIO ACONCAGUA;5;58;5801;QUILPUÉ;3;3;2;5
2014;CAS-10103-S6R0V1;1;1;20140102;1;1;20140228;7;3;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);13547483;0;2; ;7262815;2940;LICEO CARLOS CONDELL;7;71;7101;TALCA;2;1;2;7
2014;CAS-10104-X8V3T4;2;1;20140102;1;1;20140319;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;462881;0;1;APODERADO/A;11447135;10717;ESCUELA TECNICA SANTA MARIA MICAELA;13;136;13601;TALAGANTE;3;3;7;13
2014;CAS-10105-C2P3R7;2;1;20140102;1;1;20140103;0;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;CONDICIONALIDAD DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;6242298;0;1;PADRE/MADRE/TUTOR;14729821; ;OTRO; ; ; ; ;99;9;2;13
2014;CAS-10106-Q5K1R3;2;1;20140102;1;1;20140325;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;17914698;0;2;APODERADO/A;7375270;9910;COLEGIO PARTICULAR SAN FELIX;13;131;13119;MAIPÚ;3;3;2;13
2014;CAS-10109-T2Z4J1;2;1;20140103;1;1;20140121;0;1;CONVIVENCIA;RETENCIÓN DE DOCUMENTOS;RETENCIÓN DE DOCUMENTOS POR DEUDA;21190368;0;2;APODERADO/A;24168745;25851;ESC. PART. EL ARRAYAN DE MAIPU;13;131;13119;MAIPÚ;3;3;2;13
2014;CAS-10111-Z2M5C9;1;1;20140103;1;1;20140113;2;1;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO INFORMA O NO PUBLICA EL PROCEDIMIENTO DE SELECCIÓN, LOS RESULTADOS O EL REGISTRO PÚBLICO DE PÁRVULOS Y/O ESTUDIANTES ADMITIDOS (MEDIOS ELECTRÓNICOS, FOLLETOS O MURALES PÚBLICOS);12666280;0;2; ;2005186;364;COL. ANTOFAGASTA;2;21;2101;ANTOFAGASTA;4;4;1;2
2014;CAS-10112-F5X3G8;2;1;20140103;1;1;20140704;4;3;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;9873522;0;2;PADRE/MADRE/TUTOR;4339982; ;OTRO; ; ; ; ;99;9;5;4
2014;CAS-10113-S2L5S8;1;1;20140103;1;1;20140306;13;1;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO INFORMA O NO PUBLICA EL PROCEDIMIENTO DE SELECCIÓN, LOS RESULTADOS O EL REGISTRO PÚBLICO DE PÁRVULOS Y/O ESTUDIANTES ADMITIDOS (MEDIOS ELECTRÓNICOS, FOLLETOS O MURALES PÚBLICOS);10594676;0;2;PADRE/MADRE/TUTOR;20411839;40422;COLEGIO NIRVANA;1;11;1107;ALTO HOSPICIO;3;3;2;1
2014;CAS-10114-N8X0R6;1;1;20140103;1;1;20140313;5;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;CONDICIONALIDAD DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;12540563;0;2;PADRE/MADRE/TUTOR;3609458;1839;COLEGIO ALEMAN DE VALPARAISO;5;51;5109;VIÑA DEL MAR;4;4;2;5
2014;CAS-10116-V5J3S0;1;1;20140103;1;1;20140114;2;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;1796480;0;2; ;7561961;335;COLEGIO EVANGELICO JOSE LANCASTER;2;21;2101;ANTOFAGASTA;3;3;2;2
2014;CAS-10118-Y4G6R0;1;1;20140103;1;1;20140324;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;5198544;0;2;APODERADO/A;5753702;26423;COLEGIO SCHOOL TIME;13;134;13401;SAN BERNARDO;3;3;5;13
2014;CAS-10122-G6D9C9;2;1;20140103;1;1;20140103;0;1;CONVIVENCIA;RETENCIÓN DE DOCUMENTOS;RETENCIÓN DE DOCUMENTOS POR OTRAS CAUSALES;16714526;0;2;PADRE/MADRE/TUTOR;13238565;10696;LICEO POLIVALENTE TALAGANTE;13;136;13601;TALAGANTE;1;1;5;13
2014;CAS-10124-Z7T0M3;1;1;20140103;1;1;20140106;13;1;CONVIVENCIA;RETENCIÓN DE DOCUMENTOS;RETENCIÓN DE DOCUMENTOS POR DEUDA;14404087;0;2; ;7048650;25496;INSTITUTO TECNOLOGICO SAN MATEO;13;131;13124;PUDAHUEL;3;3;7;13
2014;CAS-10126-R0W7P3;1;1;20140103;1;1;20140103;9;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;12064205;0;2;PADRE/MADRE/TUTOR;1049203;5745;ESCUELA PARTICULAR MILLANTU;9;91;9101;TEMUCO;3;3;2;9
2014;CAS-10127-W6P2M4;2;1;20140103;1;1;20140103;0;1;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;FALTA O AUSENCIA DEL PERSONAL DEL ESTABLECIMIENTO;781901;1;2;DOCENTE;781901; ;OTRO; ; ; ; ;99;9;2;10
2014;CAS-10128-Z2W2Q5;1;1;20140103;1;1;20140313;5;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;CONDICIONALIDAD DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;23919319;0;2;PADRE/MADRE/TUTOR;22764581;1839;COLEGIO ALEMAN DE VALPARAISO;5;51;5109;VIÑA DEL MAR;4;4;2;5
2014;CAS-10129-M6M4F3;1;1;20140103;1;1;20140527;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);2775270;0;2;APODERADO/A;16359492;8755;COLEGIO SAINT ROSE SCHOOL;13;131;13101;SANTIAGO;4;4;2;13
2014;CAS-10130-B5J7S5;1;1;20140103;1;1;20140220;7;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;21325958;0;2; ;22356239;2995;INSTITUTO ANDRES BELLO;7;71;7101;TALCA;3;3;2;7
2014;CAS-10131-Z8V9Y1;1;1;20140103;1;1;20140106;9;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE;17112093;0;2;PADRE/MADRE/TUTOR;4586480;5219;LICEO TECNICO JUANITA FERNANDEZ SOLAR;9;92;9201;ANGOL;2;1;5;9
