AGNO;DEN_ID;DEN_CANAL;DEN_ESTADO;DEN_FEC_CREACION;DEN_MES_CREACION;DEN_TRIMESTRE_CREACION;DEN_FEC_TERMINO_DENUNCIA;DEN_OFICINA;DEN_DEPARTAMENTO;DEN_AMBITO;DEN_TEMA;DEN_SUBTEMA;FIS_ID;FIS_ID_SEGUIMIENTO;PA_ID;DEN_MRUN;DEN_AFECTADO;DEN_SEXO;DEN_TIPO;AFEC_MRUN;AFEC_SEXO;RBD;EE_NOMBRE;EE_COD_REGION;EE_COD_PROVINCIA;EE_COD_COMUNA;EE_NOM_COMUNA;EE_COD_DEPE;EE_DEPE_AGRUP;AFEC_COD_ENSE2;DEN_REGION;DEN_CIBERBULLYING
2016;CAS-61458-Y5Q5T0;2;1;20160816;8;3;20160902;9;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;15707146;0;2;APODERADO/A;792326;2;5580;ESCUELA CAMPOS DEPORTIVOS;9;91;9101;TEMUCO;2;1;2;9;0
2016;CAS-61459-S5Z0J2;2;1;20160816;8;3;20161028;8;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;13179274;0;1;APODERADO/A;13342051;2;18128;COLEGIO SANTO TOMÁS;8;83;8301;LOS ANGELES;3;3;2;8;0
2016;CAS-61460-Y3Y3Q7;2;1;20160816;8;3;20161024;13;2;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;FALTA O AUSENCIA DEL PERSONAL DEL ESTABLECIMIENTO;161304257; ; ;13159698;0;2;APODERADO/A;12166889;2;9206;COLEGIO PARTICULAR NUMERO DOS DE NUÑOA;13;131;13120;ÑUÑOA;3;3;2;13; 
2016;CAS-61463-X9H8S7;1;1;20160816;8;3;20160914;9;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;14265051;0;2;APODERADO/A;3835;2;5315;COLEGIO PARTIC. WOLFGANG AMADEUS MOZART;9;92;9202;COLLIPULLI;3;3;2;9;0
2016;CAS-61465-S1G1K2;2;1;20160816;8;3;20161028;8;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;17658184;0;1;PADRE/MADRE/TUTOR;9179923;2;18128;COLEGIO SANTO TOMÁS;8;83;8301;LOS ANGELES;3;3;2;8;0
2016;CAS-61468-N2H7V8;2;1;20160816;8;3;20160902;13;1;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;FALTA O AUSENCIA DEL PERSONAL DEL ESTABLECIMIENTO; ; ; ;20919492;1;1;OTRO MIEMBRO DE LA COMUNIDAD;20919492;2;25249;COLEGIO PARTICULAR TANTAUCO  EL BOSQUE;13;131;13105;EL BOSQUE;3;3;2;13; 
2016;CAS-61469-Q8Z0D2;2;1;20160816;8;3;20160920;13;1;SEGURIDAD E HIGIENE;MEDIDAS DE SEGURIDAD EN EL ESTABLECIMIENTO EDUCATIVO;IRREGULARIDADES EN EL CUMPLIMIENTO DE LAS MEDIDAS DE SEGURIDAD EN ACTIVIDADES EXTRACURRICULARES (VIAJES DE ESTUDIO, OTROS) Y/O ACTIVIDADES CURRICULARES (SALIDAS PEDAGÓGICAS, INGRESO Y RETIRO DE LA JORNADA ESCOLAR, ETC); ; ; ;6207258;1;2;OTRO MIEMBRO DE LA COMUNIDAD;6207258;2;9102;ESCUELA GUILLERMO ZANARTU IRIGOYEN;13;131;13120;ÑUÑOA;1;1;2;13; 
2016;CAS-61470-G3P6C2;2;1;20160816;8;3;20170303;13;3;INFRAESTRUCTURA;LOCAL O INFRAESTRUCTURA DEL ESTABLECIMIENTO EDUCACIONAL;FALTA O DEFICIENCIAS EN LA INFRAESTRUCTURA DEL ESTABLECIMIENTO; ; ; ;18999230;0;1;APODERADO/A;9278607;2;26423;COLEGIO SCHOOL TIME;13;134;13401;SAN BERNARDO;3;3;2;13; 
2016;CAS-61471-K3G0R3;2;1;20160816;8;3;20160818;13;1;SEGURIDAD E HIGIENE;PROCEDIMIENTOS O MEDIDAS DE HIGIENE, SALUD Y SALUBRIDAD;IRREGULARIDADES EN EL PROCEDIMIENTO DE HIGIENE Y DESINFECCIÓN DEL ESTABLECIMIENTO (SANITACIÓN, DESINFECCIÓN, MANIPULACIÓN DE RESIDUOS, CONTROL DE VECTORES Y PLAGAS, VENTILACIÓN, OTRAS); ; ; ;18999230;0;1;APODERADO/A;20248581;1;26423;COLEGIO SCHOOL TIME;13;134;13401;SAN BERNARDO;3;3;5;13; 
2016;CAS-61472-Z7D0S2;2;1;20160817;8;3;20170303;13;3;SEGURIDAD E HIGIENE;PROCEDIMIENTOS O MEDIDAS DE HIGIENE, SALUD Y SALUBRIDAD;IRREGULARIDADES EN EL PROCEDIMIENTO DE HIGIENE Y DESINFECCIÓN DEL ESTABLECIMIENTO (SANITACIÓN, DESINFECCIÓN, MANIPULACIÓN DE RESIDUOS, CONTROL DE VECTORES Y PLAGAS, VENTILACIÓN, OTRAS); ; ; ;19806404;1;2;APODERADO/A;19806404;2;26423;COLEGIO SCHOOL TIME;13;134;13401;SAN BERNARDO;3;3;5;13; 
2016;CAS-61473-S7J8X4;2;1;20160817;8;3;20170303;13;3;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;FALTA O AUSENCIA DEL PERSONAL DEL ESTABLECIMIENTO; ; ; ;19806404;1;2;APODERADO/A;19806404;2;26423;COLEGIO SCHOOL TIME;13;134;13401;SAN BERNARDO;3;3;5;13; 
2016;CAS-61476-W8M6Y0;2;1;20160817;8;3;20160926;13;1;CONVIVENCIA;INSTANCIAS DE PARTICIPACIÓN DE LA COMUNIDAD EDUCATIVA (CCAA, CCPA, CONSEJOS ESCOLARES, CONSEJO DE PROFESORES, APODERADOS/AS);IRREGULARIDADES EN EL FUNCIONAMIENTO DE CONSEJOS ESCOLARES Y/O COMITÉS DE BUENA CONVIVENCIA; ; ; ;7922349;0;1;APODERADO/A;15426759;2;25039;ESC. BAS.PART.FRANCISCO DE AGUIRRE;13;136;13604;PADRE HURTADO;3;3;2;13; 
2016;CAS-61477-F4D2F5;1;1;20160817;8;3;20160928;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;9709215;0;2;APODERADO/A;19348941;1;10607;COLEGIO DOMINGO EYZAGUIRRE;13;134;13401;SAN BERNARDO;3;3;2;13;0
2016;CAS-61478-F9V1X6;1;1;20160817;8;3;20160929;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;1451144;0;2;APODERADO/A;10545384;2;10103;ESCUELA SOR TERESA DE LOS ANDES;13;131;13117;LO PRADO;1;1;2;13;1
2016;CAS-61479-L6L1S1;1;1;20160817;8;3;20170408;13;3;SEGURIDAD E HIGIENE;ACCIDENTES DE PÁRVULOS Y/O ESTUDIANTES EN EL CONTEXTO EDUCATIVO;ACCIDENTES DE PÁRVULOS Y/O ESTUDIANTES OCURRIDOS AL INTERIOR DEL ESTABLECIMIENTO EDUCACIONAL CON OCASIÓN DE SUS ESTUDIOS COMO CONSECUENCIA DE FALTA DE SUPERVISIÓN, O ACOMPAÑAMIENTO DE PERSONAL RESPONSABLE;161304375; ;161304375;9709215;0;2;APODERADO/A;19348941;1;10607;COLEGIO DOMINGO EYZAGUIRRE;13;134;13401;SAN BERNARDO;3;3;2;13; 
2016;CAS-61482-H8W6S7;1;1;20160817;8;3;20160829;6;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;SUSPENSIÓN DE CLASES A PÁRVULO Y/O ESTUDIANTE; ; ; ;24865624;0;2;APODERADO/A;552702;2;2123;INSTITUTO TECNOLOGICO MINERO BERNARDO OHIGGINS;6;61;6101;RANCAGUA;1;1;7;6; 
2016;CAS-61483-H9V3G7;1;1;20160817;8;3;20160916;11;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;18129099;1;1;PADRE/MADRE/TUTOR;18129099;2;24231;COLEGIO DIEGO PORTALES;11;111;11101;COYHAIQUE;3;3;2;11;0
2016;CAS-61484-H1H3K1;1;1;20160817;8;3;20170526;5;3;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;FALTA O AUSENCIA DEL PERSONAL DEL ESTABLECIMIENTO;160501781; ;160501781;18613451;0;2;APODERADO/A;24249800;2;1685;ESCUELA DR. OSCAR MARIN SOCIAS;5;51;5109;VIÑA DEL MAR;1;1;5;5; 
2016;CAS-61485-J7F0K8;1;1;20160817;8;3;20160915;15;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;17553260;0;2;APODERADO/A;7863462;1;15;LICEO ARTISTICO DR. JUAN NOE CREVANI;15;151;15101;ARICA;2;1;5;15; 
2016;CAS-61487-Y2N6W3;1;1;20160817;8;3;20161220;13;3;GESTIÓN TÉCNICO-ADMINISTRATIVA;REGISTRO DE ASISTENCIA DE PÁRVULOS Y/O ESTUDIANTES;IRREGULARIDADES EN EL REGISTRO DE ASISTENCIA DE PÁRVULOS Y/O ESTUDIANTES;161304036; ;161304036;18532890;0;2;APODERADO/A;15144317;1;10352;ESC.BASICA PART. NUEVA AURORA DE CHILE;13;131;13127;RECOLETA;3;3;2;13; 
2016;CAS-61488-B9P4V3;2;1;20160817;8;3;20160930;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;13933688;0;2;APODERADO/A;20715355;1;25304;COLEGIO PAUL HARRIS SCHOOL;13;131;13105;EL BOSQUE;3;3;1;13; 
2016;CAS-61489-Z8X2M9;2;1;20160817;8;3;20160825;6;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO PERMITIR EL INGRESO O PERMANENCIA EN EL ESTABLECIMIENTO DE PÁRVULOS Y/O ESTUDIANTES; ; ; ;12417607;1;1;ESTUDIANTE;12417607;2;2153;COLEGIO PARTICULAR SANTA MARIA GORETTI;6;61;6101;RANCAGUA;3;3;5;6; 
2016;CAS-61490-G5M3W7;1;1;20160817;8;3;20161219;13;2;CONVIVENCIA;SITUACIONES DE CONNOTACIÓN SEXUAL;SITUACIONES DE CONNOTACIÓN SEXUAL DE ADULTO A PÁRVULOS Y/O ESTUDIANTES;161305628; ; ;14058142;0;2;APODERADO/A;15714941;1;8562;CIUDAD SANTIAGO DE CHILE;13;131;13101;SANTIAGO;2;1;2;13; 
2016;CAS-61493-Y0Z0Q7;1;1;20160817;8;3;20160916;11;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE; ; ; ;4638205;0;2;APODERADO/A;17932631;2;8375;LICEO POLITECNICO DE AYSEN;11;112;11201;AYSÉN;2;1;2;11; 
2016;CAS-61494-J0L7T1;2;1;20160817;8;3;20160823;5;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;7888766;0;1;APODERADO/A;10099075;1;1515;LICEO EDUARDO DE LA BARRA;5;51;5101;VALPARAÍSO;1;1;2;5;0
2016;CAS-61495-K0N3M3;1;1;20160817;8;3;20160817;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO PERMITIR EL INGRESO O PERMANENCIA EN EL ESTABLECIMIENTO DE PÁRVULOS Y/O ESTUDIANTES; ; ; ;10022750;0;2;APODERADO/A;594231;2;8616;COLEGIO POLIVALENTE PLUS ULTRA;13;131;13108;INDEPENDENCIA;3;3;7;13; 
2016;CAS-61498-K5V9X2;1;1;20160817;8;3;20161013;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;4258592;0;2;APODERADO/A;22448077;2;9140;ESCUELA PARTICULAR SANTA VICTORIA;13;131;13122;PEÑALOLÉN;3;3;1;13; 
2016;CAS-61499-K0D1K9;1;1;20160817;8;3;20160914;5;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;12435305;0;2;APODERADO/A;14039391;2;14284;LICEO RENE DESCARTES;5;51;5109;VIÑA DEL MAR;3;3;5;5;0
2016;CAS-61500-C6H4T0;2;1;20160817;8;3;20160920;10;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;7314164;0;1;PADRE/MADRE/TUTOR;22415461;1;7414;LICEO ALIANZA FRANCESA CLAUDE GAY;10;103;10301;OSORNO;4;4;2;10;0
2016;CAS-61501-N6V9J5;1;1;20160817;8;3;20161013;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;18913442;0;2;APODERADO/A;3158425;2;10320;LICEO AVENIDA RECOLETA;13;131;13127;RECOLETA;3;3;2;13;0
2016;CAS-61502-T4W6Z9;2;1;20160817;8;3;20161017;13;1;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO PERMITE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE SELECCIONADO EN PROCESO DE ADMISIÓN; ; ; ;14384508;1;2;APODERADO/A;14384508;2;8611;COLEGIO NUESTRA SENORA DE ANDACOLLO;13;131;13101;SANTIAGO;3;3;1;13; 
2016;CAS-61504-H2T6N2;1;1;20160817;8;3;20160818;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE; ; ; ;15418785;0;2;APODERADO/A;5539226;2;9694;INSTITUTO COMERCIAL PADRE ALBERTO HURTADO DE PEDRO AGUIRRE CERDA;13;131;13121;PEDRO AGUIRRE CERDA;5;5;7;13; 
2016;CAS-61505-Z2F0H7;1;1;20160817;8;3;20160906;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;SUSPENSIÓN DE CLASES A PÁRVULO Y/O ESTUDIANTE; ; ; ;12632397;0;2;APODERADO/A;13022703;2;25314;ESCUELA BÁSICA 1737 LOS ALERCES DE MAIPÚ;13;131;13119;MAIPÚ;1;1;2;13; 
2016;CAS-61506-M0V3S3;1;1;20160817;8;3;20160826;7;2;GESTIÓN TÉCNICO-PEDAGÓGICA;JORNADA EDUCATIVA (HORAS DE CLASES O ACTIVIDADES Y HORAS NO LECTIVAS);INCUMPLIMIENTO DE HORAS DE CLASES O ACTIVIDADES;160701412; ; ; ;1;1;DIRECTOR REGIONAL (SIE);25846131;0;3352;ESCUELA ANSELMO DEL CARMEN TAPIA LOYOLA;7;74;7403;LONGAVÍ;2;1;0;7; 
2016;CAS-61507-M3T8V1;1;1;20160817;8;3;20160826;7;2;GESTIÓN TÉCNICO-PEDAGÓGICA;JORNADA EDUCATIVA (HORAS DE CLASES O ACTIVIDADES Y HORAS NO LECTIVAS);INCUMPLIMIENTO DE HORAS DE CLASES O ACTIVIDADES;160701413; ; ; ;1;1;DIRECTOR REGIONAL (SIE);25846131;0;3260;ESCUELA LOS LEONES;7;74;7401;LINARES;2;1;0;7; 
2016;CAS-61508-G4Y3P6;1;1;20160817;8;3;20160829;1;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;934400;0;2;APODERADO/A;8182217;2;10901;COLEGIO SAN MARTIN;1;11;1101;IQUIQUE;3;3;5;1;0
2016;CAS-61510-N0G6F7;1;1;20160817;8;3;20160914;10;1;CONVIVENCIA;RETENCIÓN DE DOCUMENTOS;RETENCIÓN DE DOCUMENTOS POR OTRAS CAUSALES; ; ; ;10158862;0;2;APODERADO/A;21755814;1;7724;COLEGIO NUEVA BRAUNAU;10;101;10109;PUERTO VARAS;2;1;5;10; 
2016;CAS-61513-G3X0X7;1;1;20160817;8;3;20160831;9;1;CONVIVENCIA;MALTRATO A MIEMBROS ADULTOS DE LA COMUNIDAD EDUCATIVA;MALTRATO DE PADRE, MADRE Y/O APODERADO (A) HACIA PERSONAL DEL ESTABLECIMIENTO (DOCENTES, EDUCADORES, OTRO); ; ; ;11172871;1;2;DOCENTE;11172871;2;5596;COLEGIO MUNDO MAGICO;9;91;9101;TEMUCO;2;1;0;9; 
2016;CAS-61514-S6P5X9;1;1;20160817;8;3;20161216;8;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;14168797;0;2;APODERADO/A;7798756;2;4499;COLEGIO SAN JORGE;8;83;8304;LAJA;4;4;2;8;0
2016;CAS-61518-M6T5P5;1;1;20160817;8;3;20160914;5;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;24398360;0;2;ESTUDIANTE;18331033;2;16896;SAN GABRIEL ENGLISH COLLEGE;5;51;5109;VIÑA DEL MAR;4;4;2;5; 
2016;CAS-61520-Y9S0Z2;1;1;20160817;8;3;20170427;7;3;INFRAESTRUCTURA;LOCAL O INFRAESTRUCTURA DEL ESTABLECIMIENTO EDUCACIONAL;FALTA O DEFICIENCIAS EN LA INFRAESTRUCTURA DEL ESTABLECIMIENTO;160701456; ;160701456;5734967;1;2;ESTUDIANTE;5734967;2;16656;LICEO VICTORIA;7;71;7101;TALCA;3;3;5;7; 
2016;CAS-61521-M1J7D1;1;1;20160817;8;3;20161017;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;7833963;0;2;APODERADO/A;7905395;2;9472;LICEO POLITECNICO SAN LUIS;13;131;13130;SAN MIGUEL;3;3;7;13;0
2016;CAS-61522-V5G0V0;1;1;20160817;8;3;20160901;11;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;9182346;0;2;APODERADO/A;21672171;2;24231;COLEGIO DIEGO PORTALES;11;111;11101;COYHAIQUE;3;3;2;11;0
2016;CAS-61523-T2Z1K8;1;1;20160817;8;3;20170520;13;3;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);161305819; ;161305819;14334009;0;2;APODERADO/A;20844426;1;25265;COLEGIO ANTIL MAWIDA;13;131;13109;LA CISTERNA;3;3;2;13;0
2016;CAS-61524-L8N0G3;1;1;20160817;8;3;20160912;9;2;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN A ESTUDIANTES POR EMBARAZO, MATERNIDAD O PATERNIDAD;160901332; ; ;125168;0;2;APODERADO/A;12550173;2;5663;COMPLEJO EDUCACIONAL PADRE OSCAR MOSER;9;91;9112;PADRE LAS CASAS;3;3;7;9; 
2016;CAS-61526-L7K2X8;1;1;20160817;8;3;20170120;5;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;13207823;0;2;APODERADO/A;14105415;2;14365;COLEGIO CHARLES DICKENS;5;58;5801;QUILPUÉ;3;3;2;5;0
2016;CAS-61529-S1R5N6;1;1;20160817;8;3;20161018;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;14216057;0;2;APODERADO/A;18881227;1;10407;ESCUELA BASICA ALGARROBAL;13;133;13301;COLINA;1;1;2;13;0
2016;CAS-61532-G4B7T8;2;1;20160817;8;3;20161024;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;6496612;0;2;PADRE/MADRE/TUTOR;626265;2;26260;ESCUELA PART. BOSTON COLLEGE PUDAHUEL;13;131;13124;PUDAHUEL;3;3;2;13; 
2016;CAS-61533-W8Z0P7;2;1;20160817;8;3;20160902;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;619476;0;1;ESTUDIANTE;18980032;2;9331;COLEGIO PARTICULAR THE GARDEN SCHOOL;13;131;13110;LA FLORIDA;3;3;5;13;0
2016;CAS-61534-J7V3B4;2;1;20160817;8;3;20160909;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;11494994;1;1;ESTUDIANTE;11494994;2;8867;COLEGIO FRANCISCO DE ASIS;13;131;13114;LAS CONDES;4;4;5;13; 
2016;CAS-61535-X2H6W5;2;1;20160817;8;3;20160818;6;1;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;FALTA O AUSENCIA DEL PERSONAL DEL ESTABLECIMIENTO; ; ; ;8353767;0;2;APODERADO/A;2566435;1;2126;COL. JOSE A. MANSO DE VELASCO Y S.;6;61;6101;RANCAGUA;1;1;1;6; 
2016;CAS-61536-Q9V3D2;2;1;20160817;8;3;20160914;13;2;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;FALTA O AUSENCIA DEL PERSONAL DEL ESTABLECIMIENTO;161303818; ; ;17823637;1;2;APODERADO/A;17823637;2;12111;COLEGIO POLIV. PDTE. JOSE MANUEL BALMACEDA;13;134;13401;SAN BERNARDO;3;3;2;13; 
2016;CAS-61537-G3K9H6;2;1;20160817;8;3;20160819;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;20914547;1;2;APODERADO/A;20914547;2;11812;COLEGIO TOMAS MORO;13;131;13130;SAN MIGUEL;3;3;5;13;1
2016;CAS-61541-X1Y8L9;1;1;20160817;8;3;20170531;6;3;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;SUSPENSIÓN DE CLASES A PÁRVULO Y/O ESTUDIANTE; ; ; ;22227243;0;1;APODERADO/A;6370386;1;2171;COLEGIO PARTICULAR ANDRES BELLO;6;61;6101;RANCAGUA;3;3;2;6; 
2016;CAS-61542-T3Y6R7;2;1;20160817;8;3;20170408;13;3;SEGURIDAD E HIGIENE;ACCIDENTES DE PÁRVULOS Y/O ESTUDIANTES EN EL CONTEXTO EDUCATIVO;ACCIDENTES DE PÁRVULOS Y/O ESTUDIANTES OCURRIDOS AL INTERIOR DEL ESTABLECIMIENTO EDUCACIONAL CON OCASIÓN DE SUS ESTUDIOS COMO CONSECUENCIA DE FALTA DE SUPERVISIÓN, O ACOMPAÑAMIENTO DE PERSONAL RESPONSABLE;161305652; ;161305652;8503733;0;2;APODERADO/A;4103141;1;9158;COLEGIO PARTICULAR SAN FERNANDO;13;131;13122;PEÑALOLÉN;3;3;2;13; 
2016;CAS-61543-L3Z1X1;2;1;20160817;8;3;20160818;6;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;SITUACIONES DE CONFLICTO ENTRE PÁRVULOS QUE AFECTAN LA CONVIVENCIA ESCOLAR (GOLPES, MORDEDURAS, EMPUJONES, RASGUÑOS, TIRONES DE PELO); ; ; ;8353767;0;2;APODERADO/A;2566435;1;2126;COL. JOSE A. MANSO DE VELASCO Y S.;6;61;6101;RANCAGUA;1;1;1;6; 
2016;CAS-61545-Z6B8K9;2;1;20160817;8;3;20161005;13;2;SEGURIDAD E HIGIENE;PROCEDIMIENTOS O MEDIDAS DE HIGIENE, SALUD Y SALUBRIDAD;IRREGULARIDADES EN EL PROCEDIMIENTO DE HIGIENE Y DESINFECCIÓN DEL ESTABLECIMIENTO (SANITACIÓN, DESINFECCIÓN, MANIPULACIÓN DE RESIDUOS, CONTROL DE VECTORES Y PLAGAS, VENTILACIÓN, OTRAS);161303898; ; ;18867661;0;2;OTRO MIEMBRO DE LA COMUNIDAD;11236681;2;9593;ESCUELA BASICA EDUCADORES DE CHILE;13;131;13131;SAN RAMÓN;2;1;2;13; 
2016;CAS-61547-H9M9J3;2;1;20160817;8;3;20160920;9;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;22675260;1;1;APODERADO/A;22675260;2;5654;INSTITUTO CLARET;9;91;9101;TEMUCO;3;3;5;9; 
2016;CAS-61548-K4W1X2;2;1;20160817;8;3;20160922;8;1;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;FALTA O AUSENCIA DEL PERSONAL DEL ESTABLECIMIENTO; ; ; ;18974008;0;2;PADRE/MADRE/TUTOR;22045971;1;4691;COLEGIO CHILENO ARABE;8;81;8103;CHIGUAYANTE;3;3;2;8; 
2016;CAS-61549-X6W7R6;2;1;20160817;8;3;20160831;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE; ; ; ;21005176;1;2;ESTUDIANTE;21005176;2;31428;COLEGIO  INSTITUTO MANQUEHUE;13;135;13501;MELIPILLA;3;3;0;13; 
2016;CAS-61550-S4Z3W7;2;1;20160817;8;3;20170404;7;3;CONVIVENCIA;SITUACIONES DE CONNOTACIÓN SEXUAL;SITUACIONES DE CONNOTACIÓN SEXUAL DE ADULTO A PÁRVULOS Y/O ESTUDIANTES;160701481; ;160701481;19410148;0;2;PADRE/MADRE/TUTOR;11271998;1;2762;ESCUELA EL PORVENIR;7;73;7301;CURICÓ;2;1;1;7; 
2016;CAS-61551-Z3J0B7;2;1;20160817;8;3;20170210;5;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;13823083;0;2;APODERADO/A;24928510;2;12171;ESCUELA BASICA HUMBERTO VILCHEZ ALZAMORA;5;51;5109;VIÑA DEL MAR;1;1;2;5;0
