AGNO;DEN_ID;DEN_CANAL;DEN_ESTADO;DEN_FEC_CREACION;DEN_MES_CREACION;DEN_TRIMESTRE_CREACION;DEN_FEC_TERMINO_DENUNCIA;DEN_OFICINA;DEN_DEPARTAMENTO;DEN_AMBITO;DEN_TEMA;DEN_SUBTEMA;FIS_ID;FIS_ID_SEGUIMIENTO;PA_ID;DEN_MRUN;DEN_AFECTADO;DEN_SEXO;DEN_TIPO;AFEC_MRUN;AFEC_SEXO;RBD;EE_NOMBRE;EE_COD_REGION;EE_COD_PROVINCIA;EE_COD_COMUNA;EE_NOM_COMUNA;EE_COD_DEPE;EE_DEPE_AGRUP;AFEC_COD_ENSE2;DEN_REGION;DEN_CIBERBULLYING
2016;CAS-51183-C3Q6Q7;1;1;20160118;1;1;20160308;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;SUSPENSIÓN DE CLASES A PÁRVULO Y/O ESTUDIANTE; ; ; ;15392081;0;1;AUTORIDAD PÚBLICA;10391119;1;10464;ESCUELA VILLA PEDRO AGUIRRE CERDA;13;132;13201;PUENTE ALTO;1;1;2;13; 
2016;CAS-51185-X3Z2M4;1;1;20160118;1;1;20160524;5;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR NECESIDADES EDUCATIVAS ESPECIALES PERMANENTES Y/O TRANSITORIAS (TDA, DISCAPACIDAD FÍSICA Y/O INTELECTUAL, U OTRAS); ; ; ;3692702;0;2;PADRE/MADRE/TUTOR;10080825;2;2101;COLEGIO BASICO LORENZO BAEZA VEGA;5;52;5201;ISLA DE PASCUA;2;1;2;5; 
2016;CAS-51188-Z1Z5L5;2;1;20160118;1;1;20160202;13;1;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;INCUMPLIMIENTO DE LOS REQUISITOS DE IDONEIDAD MORAL Y/O PSICOLÓGICA DEL PERSONAL DEL ESTABLECIMIENTO (PERSONAL INHABILITADO PARA TRABAJAR CON MENORES DE EDAD); ; ; ;10484573;1;2;APODERADO/A;10484573;2;24893;ESCUELA NOVOMAR;13;132;13201;PUENTE ALTO;3;3;2;13; 
2016;CAS-51189-T3B9X9;1;1;20160118;1;1;20170825;6;3;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;INCUMPLIMIENTO DE LOS REQUISITOS DE IDONEIDAD PROFESIONAL Y/O TÉCNICA DEL PERSONAL DEL ESTABLECIMIENTO;160600147; ;160600147; ;1;1;DIRECTOR REGIONAL (SIE);25846131;0;2171;COLEGIO PARTICULAR ANDRES BELLO;6;61;6101;RANCAGUA;3;3;2;6; 
2016;CAS-51190-R2L5G9;1;1;20160118;1;1;20160404;10;2;INFRAESTRUCTURA;LOCAL O INFRAESTRUCTURA DEL ESTABLECIMIENTO EDUCACIONAL;FALTA O DEFICIENCIAS EN LA INFRAESTRUCTURA DEL ESTABLECIMIENTO;161000510; ; ;7501276;1;2;APODERADO/A;7501276;2;7636;ESCUELA N 5 MIRAMAR;10;101;10101;PUERTO MONTT;2;1;2;10; 
2016;CAS-51192-S0P0W2;2;1;20160118;1;1;20160119;13;1;GESTIÓN TÉCNICO-PEDAGÓGICA;REGLAMENTO DE EVALUACIÓN, CALIFICACIÓN Y PROMOCIÓN;IRREGULARIDADES EN EL PROCEDIMIENTO DE PROMOCIÓN DE LOS ESTUDIANTES Y/O TRANSICIÓN EDUCATIVA DE LOS PÁRVULOS; ; ; ;8209649;1;1;ESTUDIANTE;8209649;2;10746;LICEO MUNICIPALIZADO PENAFLOR;13;136;13605;PEÑAFLOR;2;1;3;13; 
2016;CAS-51193-S6B8D5;2;1;20160118;1;1;20160331;7;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE; ; ; ;4918955;0;2;ESTUDIANTE;24811678;1;3248;INSTITUTO COMERCIAL;7;74;7401;LINARES;2;1;7;7; 
2016;CAS-51195-T4K4B3;2;1;20160119;1;1;20160518;5;1;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO INFORMA O NO PUBLICA EL PROCEDIMIENTO DE SELECCIÓN, LOS RESULTADOS O EL REGISTRO PÚBLICO DE PÁRVULOS Y/O ESTUDIANTES ADMITIDOS (MEDIOS ELECTRÓNICOS, FOLLETOS O MURALES PÚBLICOS); ; ; ;19641359;1;1;PADRE/MADRE/TUTOR;19641359;2;40372;ESCUELA ESPECIAL DE LENJUAJE BAMBOO;5;58;5804;VILLA ALEMANA;3;3;4;5; 
2016;CAS-51196-W6Y1D3;1;1;20160119;1;1;20160315;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE; ; ; ;16451505;0;2;APODERADO/A;4777786;1;8491;LICEO DE APLICACION RECTOR JORGE E SCHNE;13;131;13101;SANTIAGO;2;1;5;13; 
2016;CAS-51197-D6X4L0;2;1;20160119;1;1;20160119;13;1;GESTIÓN TÉCNICO-ADMINISTRATIVA;REGISTRO DE ASISTENCIA DE PÁRVULOS Y/O ESTUDIANTES;IRREGULARIDADES EN EL REGISTRO DE ASISTENCIA DE PÁRVULOS Y/O ESTUDIANTES; ; ; ;1123998;0;2;ESTUDIANTE;23721892;2;9406;LICEO ANDRES BELLO;13;131;13130;SAN MIGUEL;1;1;5;13; 
2016;CAS-51199-B2F5H3;1;1;20160119;1;1;20160125;15;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;415020;0;1;APODERADO/A;9819932;2;1;LICEO POLITECNICO ARICA;15;151;15101;ARICA;2;1;7;15; 
2016;CAS-51200-L8V1X4;1;1;20160119;1;1;20160404;5;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE; ; ; ;21648869;0;2;PADRE/MADRE/TUTOR;7846110;2;1855;ESCUELA BASICA REPUBLICA DE FRANCIA;5;51;5107;QUINTERO;2;1;2;5; 
2016;CAS-51201-H8B8Z0;2;1;20160119;1;1;20160310;13;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR PROBLEMAS DE SALUD; ; ; ;9893387;0;2;APODERADO/A;24777847;2;24717;COLEGIO NUESTRA SENORA DE GUADALUPE;13;131;13111;LA GRANJA;3;3;5;13; 
2016;CAS-51204-Q9X3Z2;1;1;20160119;1;1;20160714;13;3;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;SUSPENSIÓN DE CLASES A PÁRVULO Y/O ESTUDIANTE;161301007; ;161301007;8770038;0;2;APODERADO/A;806771;1;9895;ESCUELA BASICA REINA DE SUECIA;13;131;13119;MAIPÚ;1;1;2;13; 
2016;CAS-51206-M9H4T4;1;1;20160119;1;1;20160323;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE; ; ; ;1608266;0;2;PADRE/MADRE/TUTOR;15645494;2;8487;LICEO JAVIERA CARRERA;13;131;13101;SANTIAGO;2;1;5;13; 
2016;CAS-51207-C6Q2S3;1;1;20160119;1;1;20160301;9;1;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO ASEGURA CONTINUIDAD EDUCATIVA DEL PÁRVULO Y/O ESTUDIANTE POR REDUCCIÓN DE CURSOS O FALTA DE CUPOS; ; ; ;19540402;0;2;APODERADO/A;14684674;2;20085;COLEGIO GOLDEN SCHOOL;9;91;9101;TEMUCO;3;3;5;9; 
2016;CAS-51208-H3H0R9;1;1;20160119;1;1;20160119;8;1;CONVIVENCIA;RETENCIÓN DE DOCUMENTOS;RETENCIÓN DE DOCUMENTOS POR DEUDA; ; ; ;12375353;0;1;PADRE/MADRE/TUTOR;6923954;2;4648;ESCUELA BASICA MALVINA ROMERO VIDAL;8;81;8101;CONCEPCIÓN;3;3;2;8; 
2016;CAS-51209-C4T2F2;1;1;20160119;1;1;20160316;10;2;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE; ; ; ;17911215;0;2;APODERADO/A;21663937;2;22692;PATAGONIA COLLEGE;10;101;10101;PUERTO MONTT;3;3;5;10; 
2016;CAS-51210-N7K6R2;1;1;20160119;1;1;20160303;8;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;SUSPENSIÓN DE CLASES A PÁRVULO Y/O ESTUDIANTE; ; ; ;23936103;0;2;APODERADO/A;8757227;1;4737;COLEGIO BASICO VILLA ACERO;8;81;8112;HUALPÉN;2;1;2;8; 
2016;CAS-51211-R5V3V2;1;1;20160119;1;1;20160714;13;3;INFRAESTRUCTURA;LOCAL O INFRAESTRUCTURA DEL ESTABLECIMIENTO EDUCACIONAL;FALTA O DEFICIENCIAS EN LA INFRAESTRUCTURA DEL ESTABLECIMIENTO;161301507; ;161301507;25846356;1;2;AUTORIDAD PÚBLICA;25846356;0;11812;COLEGIO TOMAS MORO;13;131;13130;SAN MIGUEL;3;3;1;13; 
2016;CAS-51213-V6X6Q1;1;1;20160119;1;1;20160318;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE; ; ; ;15177752;0;2;APODERADO/A;2855219;2;8927;LICEO CARMELA CARVAJAL DE PRAT;13;131;13123;PROVIDENCIA;1;1;5;13; 
2016;CAS-51215-F4B4Z1;1;1;20160119;1;1;20160203;10;2;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO; ; ; ;25845977;1;2;ASISTENTE DE LA EDUCACIÓN;25845977;0; ;OTRO;10;101;10101;PUERTO MONTT;99;9;5;10; 
2016;CAS-51216-V4L0X5;1;1;20160119;1;1;20160302;4;2;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO; ; ; ;25846242;1;2;DIRECTOR REGIONAL (SIE);25846242;0;12779;COLEGIO ALTOS DEL CERRO GRANDE;4;41;4101;LA SERENA;3;3;2;4; 
2016;CAS-51217-P3S1Y7;1;1;20160119;1;1;20160405;4;2;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;160400415; ; ;25846242;1;2;DIRECTOR REGIONAL (SIE);25846242;0;13330;COLEGIO PARTICULAR PIERROT;4;41;4101;LA SERENA;3;3;2;4; 
2016;CAS-51219-S4W1S8;2;1;20160119;1;1;20160120;13;1;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO; ; ; ;15810828;1;2;DOCENTE;15810828;2;25561;ESCUELA DIVINO MAESTRO;13;131;13103;CERRO NAVIA;3;3;2;13; 
2016;CAS-51220-R2G3Z2;1;1;20160119;1;1;20161213;4;3;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;160400416; ;160400416;25846242;1;2;DIRECTOR REGIONAL (SIE);25846242;0;13580;COLEGIO PAULO FREIRE;4;41;4101;LA SERENA;3;3;2;4; 
2016;CAS-51221-H9T0W2;1;1;20160119;1;1;20160302;4;2;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;160400417; ; ;25846242;1;2;DIRECTOR REGIONAL (SIE);25846242;0;31194;COLEGIO MONTEVERDI;4;41;4101;LA SERENA;3;3;2;4; 
2016;CAS-51222-F0K1X9;1;1;20160119;1;1;20160511;4;2;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO; ; ; ;25846242;1;2;DIRECTOR REGIONAL (SIE);25846242;0;31197;JARDIN INFANTIL INTI;4;41;4101;LA SERENA;4;4;1;4; 
2016;CAS-51223-G7G5S5;1;1;20160119;1;1;20161213;4;3;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO; ; ; ;25846242;1;2;DIRECTOR REGIONAL (SIE);25846242;0;31198;JARDIN INFANTIL MAGIC WORLD;4;41;4102;COQUIMBO;3;3;1;4; 
2016;CAS-51225-M0J8H8;2;1;20160119;1;1;20160120;13;1;GESTIÓN DE RECURSOS FINANCIEROS;COBROS EN ESTABLECIMIENTOS SUBVENCIONADOS O QUE RECIBEN APORTES DEL ESTADO;IRREGULARIDADES EN EL COBRO DE MENSUALIDADES Y/O COLEGIATURA; ; ; ;3750458;1;2;APODERADO/A;3750458;2;25197;COL.PARTICULAR SAN VALENTIN DE MAIPU;13;131;13119;MAIPÚ;3;3;2;13; 
2016;CAS-51226-N6H1J3;1;1;20160119;1;1;20161223;4;3;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO; ; ; ;25846242;1;2;DIRECTOR REGIONAL (SIE);25846242;0;40050;JARDIN INFANTIL MIS PEQUEÑOS ANGELITOS;4;41;4102;COQUIMBO;3;3;1;4; 
2016;CAS-51227-Z8X9F2;1;1;20160119;1;1;20161216;4;3;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO; ; ; ;25846242;1;2;DIRECTOR REGIONAL (SIE);25846242;0;40143;ESCUELA ESPECIAL DE LENGUAJE LE PAROLE;4;41;4102;COQUIMBO;3;3;2;4; 
2016;CAS-51228-N6R2T9;1;1;20160119;1;1;20161226;4;3;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO; ; ; ;25846242;1;2;DIRECTOR REGIONAL (SIE);25846242;0;517;LICEO GREGORIO CORDOVEZ;4;41;4101;LA SERENA;1;1;2;4; 
2016;CAS-51229-F4X8R3;1;1;20160119;1;1;20160311;3;2;GESTIÓN DE RECURSOS FINANCIEROS;COBROS EN ESTABLECIMIENTOS SUBVENCIONADOS O QUE RECIBEN APORTES DEL ESTADO;IRREGULARIDADES EN EL COBRO DEL CENTRO DE PADRES Y/O APODERADOS;160300065; ; ;24534740;1;2;DIRECTOR REGIONAL (SIE);24534740;2;13163;ESCUELA EL PALOMAR;3;31;3101;COPIAPÓ;2;1;2;3; 
2016;CAS-51230-X2S5Z7;1;1;20160119;1;1;20160322;10;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;10394207;0;1;APODERADO/A;9924777;2;7325;LICEO CARMELA CARVAJAL DE PRAT;10;103;10301;OSORNO;2;1;2;10;0
2016;CAS-51231-Y0F5P8;1;1;20160119;1;1;20160509;13;3;GESTIÓN TÉCNICO-PEDAGÓGICA;JORNADA EDUCATIVA (HORAS DE CLASES O ACTIVIDADES Y HORAS NO LECTIVAS);INCUMPLIMIENTO DE HORAS DE CLASES O ACTIVIDADES;161300076; ;161300076;25845909;1;2;AUTORIDAD PÚBLICA;25845943;0;25207;LICEO TECNICO PROFESIONAL MALLOCO;13;136;13605;PEÑAFLOR;3;3;7;13; 
2016;CAS-51232-S3Q8C6;1;1;20160119;1;1;20170522;4;3;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;160400431; ;160400431;25846242;1;2;DIRECTOR REGIONAL (SIE);25846242;0;20405;ESCUELA ESPECIAL DE LENGUAJE NUEVA HABLA PALABRA;4;41;4102;COQUIMBO;3;3;2;4; 
2016;CAS-51233-L1N0C1;2;1;20160119;1;1;20160602;5;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE; ; ; ;10792516;0;2;PADRE/MADRE/TUTOR;9678129;1;14381;COLEGIO EL VALLE DE CASABLANCA;5;51;5102;CASABLANCA;3;3;5;5; 
2016;CAS-51235-F9C7K4;1;1;20160119;1;1;20160511;15;2;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;161500121; ; ;1948604;0;2;PADRE/MADRE/TUTOR;1169608;1;52;LICEO DOMINGO SANTA MARIA;15;151;15101;ARICA;3;3;2;15; 
2016;CAS-51236-K4S9J8;2;1;20160119;1;1;20160714;13;3;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR NECESIDADES EDUCATIVAS ESPECIALES PERMANENTES Y/O TRANSITORIAS (TDA, DISCAPACIDAD FÍSICA Y/O INTELECTUAL, U OTRAS);161301140; ;161301140;12824497;0;1;APODERADO/A;16725931;2;16825;ESCUELA  BASICA  N°200 COLEGIO  INTEGRAL TRABUNCO;13;136;13605;PEÑAFLOR;3;3;2;13; 
2016;CAS-51239-J8S4Q8;2;1;20160120;1;1;20160222;13;1;GESTIÓN DE RECURSOS FINANCIEROS;USO DE LA SUBVENCIÓN O APORTES DEL ESTADO;IRREGULARIDADES EN EL USO DE OTROS TIPOS DE SUBVENCIÓN O APORTES DEL ESTADO (SUBVENCIÓN GENERAL, APORTES DEL ESTADO A ESTABLECIMIENTOS DE EDUCACIÓN PARVULARIA U OTROS); ; ; ;6714787;1;1;DIRECTOR(A);6714787;2;12118;ESCUELA CENTRO BIBLICO LA FORESTA;13;135;13501;MELIPILLA;3;3;2;13; 
2016;CAS-51240-D4X6D6;1;1;20160120;1;1;20161223;4;3;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;160400420; ;160400420;25846242;1;2;DIRECTOR REGIONAL (SIE);25846242;0;31218;ESCUELA CULTURAL DE LENGUAJE ALBORADA;4;41;4102;COQUIMBO;3;3;2;4; 
2016;CAS-51243-C3W4X1;1;1;20160120;1;1;20160125;6;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE; ; ; ;23887317;0;2;APODERADO/A;1097488;2;2635;LICEO AGUSTIN ROSS EDWARDS;6;62;6201;PICHILEMU;2;1;5;6; 
2016;CAS-51244-M9D2L3;1;1;20160120;1;1;20160314;3;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;25846236;1;2;PARLAMENTO;25846236;0;464;ESCUELA BASICA GUALBERTO KONG FERNANDEZ;3;33;3301;VALLENAR;2;1;2;3; 
2016;CAS-51245-Q0H9M3;1;1;20160120;1;1;20160829;7;3;GESTIÓN TÉCNICO-PEDAGÓGICA;JORNADA EDUCATIVA (HORAS DE CLASES O ACTIVIDADES Y HORAS NO LECTIVAS);INCUMPLIMIENTO DE HORAS DE CLASES O ACTIVIDADES; ; ; ;15802940;1;2;SOSTENEDOR(A);15802940;2;16632;LICEO GABRIELA MISTRAL;7;71;7102;CONSTITUCIÓN;3;3;5;7; 
2016;CAS-51246-F0S6V0;1;1;20160120;1;1;20160629;5;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE; ; ; ;9448467;0;2;PADRE/MADRE/TUTOR;17162458;2;14348;COLEGIO ESPIRITU SANTO;5;56;5601;SAN ANTONIO;3;3;2;5; 
2016;CAS-51247-F7K3F3;1;1;20160120;1;1;20161005;7;3;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;25846306;1;2;TRIBUNALES;25846306;0;3013;COLEGIO JUAN IGNACIO MOLINA;7;71;7101;TALCA;3;3;2;7;0
2016;CAS-51250-G6W7V6;1;1;20160120;1;1;20160629;5;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE; ; ; ;17899881;0;2;PADRE/MADRE/TUTOR;4725442;2;14348;COLEGIO ESPIRITU SANTO;5;56;5601;SAN ANTONIO;3;3;2;5; 
2016;CAS-51251-V1T3P0;1;1;20160120;1;1;20160517;5;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE; ; ; ;16228811;0;2;PADRE/MADRE/TUTOR;7248051;2;1431;ESCUELA BASICA SANTA ROSA DEL HUERTO;5;55;5502;CALERA;2;1;2;5; 
2016;CAS-51253-Y0S1T7;2;1;20160120;1;1;20160126;13;1;CONVIVENCIA;RETENCIÓN DE DOCUMENTOS;RETENCIÓN DE DOCUMENTOS POR DEUDA; ; ; ;23560839;0;2;PADRE/MADRE/TUTOR;18437647;1;24864;COLEGIO SAN CRISTOBAL DE LAS CASAS;13;131;13110;LA FLORIDA;3;3;2;13; 
2016;CAS-51254-M0V1P1;1;1;20160120;1;1;20160406;4;2;GESTIÓN TÉCNICO-PEDAGÓGICA;JORNADA EDUCATIVA (HORAS DE CLASES O ACTIVIDADES Y HORAS NO LECTIVAS);INCUMPLIMIENTO DE HORAS DE CLASES O ACTIVIDADES;160400410; ; ;25846242;1;2;DIRECTOR REGIONAL (SIE);25846242;0;13475;COLEGIO SAN MARTIN DE PORRES;4;41;4101;LA SERENA;3;3;2;4; 
2016;CAS-51256-J5N9Q6;1;1;20160120;1;1;20160120;13;1;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO; ; ; ;19014316;1;2;DOCENTE;19014316;2;26257;ESCUELA ESP. FLORECER;13;135;13501;MELIPILLA;3;3;1;13; 
2016;CAS-51257-V8T1F7;1;1;20160120;1;1;20160202;15;2;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;161500036; ; ;9837251;1;2;ASISTENTE DE LA EDUCACIÓN;9837251;2;12716;COLEGIO MIRAMAR;15;151;15101;ARICA;3;3;5;15; 
2016;CAS-51263-P8Q9R0;1;1;20160120;1;1;20160620;1;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE; ; ; ;21705739;0;2;APODERADO/A;3186290;1;113;ESCUELA ALMIRANTE PATRICIO LYNCH;1;11;1101;IQUIQUE;1;1;2;1; 
2016;CAS-51268-P3R5W5;1;1;20160120;1;1;20161123;8;3;GESTIÓN TÉCNICO-ADMINISTRATIVA;REGISTRO DE ASISTENCIA DE PÁRVULOS Y/O ESTUDIANTES;IRREGULARIDADES EN EL REGISTRO DE ASISTENCIA DE PÁRVULOS Y/O ESTUDIANTES;160800869; ;160800869;6872336;0;2;APODERADO/A;14173565;1;17903;SEBASTIAN SCHOOL;8;84;8401;CHILLÁN;3;3;2;8; 
2016;CAS-51269-J5J8T4;1;1;20160120;1;1;20160311;8;1;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO INFORMA O NO PUBLICA EL PROCEDIMIENTO DE SELECCIÓN, LOS RESULTADOS O EL REGISTRO PÚBLICO DE PÁRVULOS Y/O ESTUDIANTES ADMITIDOS (MEDIOS ELECTRÓNICOS, FOLLETOS O MURALES PÚBLICOS); ; ; ;12862951;0;1;PADRE/MADRE/TUTOR;19560685;1;3865;COLEGIO ADVENTISTA DE CHILE;8;84;8401;CHILLÁN;3;3;2;8; 
2016;CAS-51273-Y7T6C7;1;1;20160121;1;1;20160630;8;3;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;160800786; ;160800786;14222567;0;2;OTRO MIEMBRO DE LA COMUNIDAD;3141668;1;4617;COLEGIO GALVARINO DE LOMAS COLORADAS;8;81;8108;SAN PEDRO DE LA PAZ;2;1;5;8; 
