AGNO;DEN_ID;DEN_CANAL;DEN_ESTADO;DEN_FEC_CREACION;DEN_MES_CREACION;DEN_TRIMESTRE_CREACION;DEN_FEC_TERMINO_DENUNCIA;DEN_OFICINA;DEN_DEPARTAMENTO;DEN_AMBITO;DEN_TEMA;DEN_SUBTEMA;FIS_ID;FIS_ID_SEGUIMIENTO;PA_ID;DEN_MRUN;DEN_AFECTADO;DEN_SEXO;DEN_TIPO;AFEC_MRUN;AFEC_SEXO;RBD;RSIE;EE_NOMBRE;EE_COD_REGION;EE_COD_PROVINCIA;EE_COD_COMUNA;EE_NOM_COMUNA;EE_COD_DEPE;EE_DEPE_AGRUP;AFEC_COD_ENSE2;DEN_REGION;DEN_CIBERBULLYING
2019;CAS-105127-Z1L2Y5;1;1;20190102;1;1;20190116;8;1;GESTIÓN TÉCNICO-PEDAGÓGICA;JORNADA EDUCATIVA (HORAS DE CLASES O ACTIVIDADES Y HORAS NO LECTIVAS);INCUMPLIMIENTO DE HORAS DE CLASES O ACTIVIDADES; ; ; ;21508609;1;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);21508609;2; ;110180;LOS PITUFOS;8;82;8203;CAÑETE;8;6;1;8; 
2019;CAS-105128-Z1C8Q0;1;1;20190102;1;1;20190211;5;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;9235164;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);18609522;2;1653;100658;COLEGIO SAN VICENTE;5;51;5101;VALPARAÍSO;3;3;2;5; 
2019;CAS-105129-K7Q7W3;1;1;20190102;1;1;20190206;5;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;9217181;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);16299211;2;40010;107547;ESCUELA ESPECIAL SANTA TERESITA;5;51;5101;VALPARAÍSO;3;3;4;5; 
2019;CAS-105135-P9G5D0;1;1;20190102;1;1;20190128;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;1965916;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);19055061;2;9111;103007;ESCUELA LUIS  ARRIETA CANAS;13;131;13122;PEÑALOLÉN;1;1;2;13;0
2019;CAS-105136-Y7F5W4;1;1;20190102;1;1;20190103;8;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;4705764;0;2;SUPERINTENDENCIA DE EDUCACIÓN;13857486;2;5019;101968;ESCUELA GENARO RIOS CAMPOS;8;81;8102;CORONEL;3;3;2;8; 
2019;CAS-105137-N4C2Z3;1;1;20190103;1;1;20190829;8;3;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;190800275; ;190800275;11781908;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);2052428;1;31110;107347;COLEGIO FRATERNIDAD;8;81;8108;SAN PEDRO DE LA PAZ;3;3;2;8; 
2019;CAS-105138-T0Z3V3;1;1;20190103;1;1;20190828;5;3;INFRAESTRUCTURA;LOCAL O INFRAESTRUCTURA DEL ESTABLECIMIENTO EDUCACIONAL;CAMBIO DE UBICACIÓN O CIERRE DEL ESTABLECIMIENTO;190500026; ;190500026;2457409;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);14846067;1;12167;104039;COLEGIO BLANCO ENCALADA;5;56;5601;SAN ANTONIO;3;3;2;5; 
2019;CAS-105139-Y1X9P4;1;1;20190103;1;1;20190114;5;1;GESTIÓN TÉCNICO-PEDAGÓGICA;JORNADA EDUCATIVA (HORAS DE CLASES O ACTIVIDADES Y HORAS NO LECTIVAS);INCUMPLIMIENTO DE HORAS DE CLASES O ACTIVIDADES; ; ; ;6509337;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);17104183;2;2040;100825;LICEO NACIONAL DE LLO LLEO;5;56;5601;SAN ANTONIO;3;3;2;5; 
2019;CAS-105141-R0J1J0;1;1;20190103;1;1;20190809;8;3;SEGURIDAD E HIGIENE;PROCEDIMIENTOS O MEDIDAS DE HIGIENE, SALUD Y SALUBRIDAD;IRREGULARIDADES EN EL PROCEDIMIENTO DE HIGIENE Y DESINFECCIÓN DEL ESTABLECIMIENTO (SANITACIÓN, DESINFECCIÓN, MANIPULACIÓN DE RESIDUOS, CONTROL DE VECTORES Y PLAGAS, VENTILACIÓN, OTRAS);190800419; ;190800419;19899857;1;2;SUPERINTENDENCIA DE EDUCACIÓN;6472657;2;31091;107337;ESCUELA ESPECIAL PLAY WITH ME;8;81;8101;CONCEPCIÓN;3;3;1;8; 
2019;CAS-105142-P3Q9K6;1;1;20190103;1;1;20190218;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;8192775;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);19529251;1;10032;103364;ESCUELA BASICA PARTICULAR  Nº 488 `ZENON TORREALBA`;13;131;13126;QUINTA NORMAL;3;3;2;13; 
2019;CAS-105144-H7R9S7;1;1;20190103;1;1;20190328;4;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;9897734;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);50879;1;521;100204;COLEGIO VICTOR DOMINGO SILVA;4;41;4101;LA SERENA;1;1;2;4;0
2019;CAS-105145-C5C6V1;1;1;20190103;1;1;20190115;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE; ; ; ;6577083;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);23832199;1;25520;106647;COL. PART. SAGRADO CORAZON DE JESUS DE LA RE;13;131;13113;LA REINA;3;3;2;13; 
2019;CAS-105146-K2X8C9;1;1;20190103;1;1;20190412;7;2;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO PERMITE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE SELECCIONADO EN PROCESO DE ADMISIÓN;190700249; ; ;23343910;1;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);23343910;2;3308;101368;COLEGIO CONCEPCION LINARES;7;74;7401;LINARES;3;3;1;7; 
2019;CAS-105147-B7S4X7;1;1;20190103;1;1;20190517;13;2;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;191301756; ; ;23327024;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);9218658;1;9422;103112;ESCUELA CENTRO EDUC. REP. MEXICANA;13;131;13121;PEDRO AGUIRRE CERDA;2;1;1;13; 
2019;CAS-105148-Z9R0Y4;1;1;20190103;1;1;20190531;4;3;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);190400179; ;190400179;18653425;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);513770;1;13324;104336;COLEGIO SANTA MARIA DE BELEN N_ 162;4;41;4102;COQUIMBO;3;3;2;4;0
2019;CAS-105149-V2S3G3;1;1;20190103;1;1;20190530;8;2;GESTIÓN DE RECURSOS FINANCIEROS;USO DE LA SUBVENCIÓN O APORTES DEL ESTADO;IRREGULARIDADES EN EL USO DE OTROS TIPOS DE SUBVENCIÓN O APORTES DEL ESTADO (SUBVENCIÓN GENERAL, APORTES DEL ESTADO A ESTABLECIMIENTOS DE EDUCACIÓN PARVULARIA U OTROS); ; ; ;19875740;1;1;OTRO TIPO DE CIUDADANO(A);19875740;2;31091;107337;ESCUELA ESPECIAL PLAY WITH ME;8;81;8101;CONCEPCIÓN;3;3;0;8; 
2019;CAS-105150-B5X9J0;1;1;20190103;1;1;20190103;8;1;GESTIÓN DE RECURSOS FINANCIEROS;COBROS EN ESTABLECIMIENTOS SUBVENCIONADOS O QUE RECIBEN APORTES DEL ESTADO;COBROS ADICIONALES Y/O EXIGENCIAS EN ESPECIES (MATERIALES DE ASEO DE USO GENERAL, DE OFICINA, DISFRAZ, VESTUARIO BAILE, RIFAS, OTRO); ; ; ;19899857;1;2;SUPERINTENDENCIA DE EDUCACIÓN;6472657;2;4958;101933;ESCUELA BASICA THOMPSON MATTHEWS;8;81;8106;LOTA;2;1;2;8; 
2019;CAS-105151-G2Z9Z0;1;1;20190103;1;1;20191015;14;3;SEGURIDAD E HIGIENE;CAPACIDAD MÁXIMA DE PÁRVULOS Y/O ESTUDIANTES AUTORIZADA;CANTIDAD DE PÁRVULOS Y/O ESTUDIANTES MATRICULADOS SUPERA LA CAPACIDAD MÁXIMA AUTORIZADA;191400023; ;191400023;25846348;1;2;SEREMI DE EDUCACIÓN;25846348;0;22317; ;COLEGIO SAN ANTONIO;14;141;14107;PAILLACO;3;3;0;14; 
2019;CAS-105152-P7Y4R2;1;1;20190103;1;1;20190329;4;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;13609553;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);6096820;2;518; ;LICEO TECNICO MARTA BRUNET;4;41;4101;LA SERENA;1;1;7;4; 
2019;CAS-105153-Y9N7F3;1;1;20190103;1;1;20190218;13;1;CONVIVENCIA;MALTRATO A MIEMBROS ADULTOS DE LA COMUNIDAD EDUCATIVA;MALTRATO DE ESTUDIANTE HACIA PERSONAL DEL ESTABLECIMIENTO (DOCENTES, EDUCADORES, OTRO); ; ; ;18187751;1;2;DOCENTE;18187751;2;9883;103303;ESCUELA BÁSICA N 263 RAMON FREIRE;13;131;13119;MAIPÚ;1;1;0;13; 
2019;CAS-105154-V3D8B9;1;1;20190103;1;1;20190423;6;2;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;190600198; ; ;25846131;1;1;DIRECTOR(A)/ENCARGADO(A) REGIONAL SIE;25846131;0; ;109557;SALA CUNA DULCES SUENOS;6;61;6106;GRANEROS;8;6;0;6; 
2019;CAS-105155-X6D2N9;2;1;20190103;1;1;20190107;13;1;GESTIÓN DE RECURSOS FINANCIEROS;COBROS EN ESTABLECIMIENTOS SUBVENCIONADOS O QUE RECIBEN APORTES DEL ESTADO;IRREGULARIDADES EN EL COBRO DE MATRÍCULA Y/O CUOTA DE INCORPORACIÓN; ; ; ;4135027;1;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);4135027;2; ;120684;PEUMAFE MONTESSORI;13;131;13119;MAIPÚ;11;6;1;13; 
2019;CAS-105156-Q8N5T5;1;1;20190103;1;1;20190527;6;3;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO PERMITE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE SELECCIONADO EN PROCESO DE ADMISIÓN;190600074; ;190600074;25846131;1;1;SUPERINTENDENCIA DE EDUCACIÓN;25846131;0;2110; ;LICEO MUNICIPAL OSCAR CASTRO ZUNIGA;6;61;6101;RANCAGUA;1;1;0;6; 
2019;CAS-105157-V9S3S0;1;1;20190103;1;1;20190527;6;3;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO PERMITE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE SELECCIONADO EN PROCESO DE ADMISIÓN;190600071; ;190600071;25846131;1;1;SUPERINTENDENCIA DE EDUCACIÓN;25846131;0;2104; ;LICEO COMERCIAL DIEGO PORTALES;6;61;6101;RANCAGUA;1;1;0;6; 
2019;CAS-105158-W0B2G9;1;1;20190103;1;1;20190527;6;3;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO PERMITE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE SELECCIONADO EN PROCESO DE ADMISIÓN;190600075; ;190600075;25846131;1;1;SUPERINTENDENCIA DE EDUCACIÓN;25846131;0;15621;104848;COLEGIO PARTICULAR EL REAL;6;63;6301;SAN FERNANDO;3;3;0;6; 
2019;CAS-105159-G9C7D8;1;1;20190103;1;1;20190220;6;2;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO PERMITE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE SELECCIONADO EN PROCESO DE ADMISIÓN;190600107; ; ;25846131;1;1;SUPERINTENDENCIA DE EDUCACIÓN;25846131;0;15684;104879;INSTITUTO HANS CHRISTIAN ANDERSEN;6;63;6301;SAN FERNANDO;3;3;0;6; 
2019;CAS-105160-B0X3F8;1;1;20190103;1;1;20190220;6;2;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO PERMITE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE SELECCIONADO EN PROCESO DE ADMISIÓN;190600109; ; ;25846131;1;1;SUPERINTENDENCIA DE EDUCACIÓN;25846131;0;2330;100976;ESC.CARMEN GALLEGOS DE ROBLE;6;61;6117;SAN VICENTE;1;1;0;6; 
2019;CAS-105161-P6X1S9;1;1;20190103;1;1;20190222;6;2;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO PERMITE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE SELECCIONADO EN PROCESO DE ADMISIÓN;190600076; ; ;25846131;1;1;SUPERINTENDENCIA DE EDUCACIÓN;25846131;0;15745;104913;COLEGIO VALLE DE COLCHAGUA;6;63;6301;SAN FERNANDO;3;3;0;6; 
2019;CAS-105162-N6D1Y0;1;1;20190103;1;1;20190220;6;2;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO PERMITE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE SELECCIONADO EN PROCESO DE ADMISIÓN;190600108; ; ;25846131;1;1;SUPERINTENDENCIA DE EDUCACIÓN;25846131;0;15811;104956;COLEGIO ANGOSTURA;6;63;6301;SAN FERNANDO;3;3;0;6; 
2019;CAS-105163-R9X4T8;1;1;20190103;1;1;20190222;6;2;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO PERMITE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE SELECCIONADO EN PROCESO DE ADMISIÓN;190600110; ; ;25846131;1;1;SUPERINTENDENCIA DE EDUCACIÓN;25846131;0;15758;104922;COLEGIO CHRISTIAN COLLEGE;6;63;6301;SAN FERNANDO;3;3;0;6; 
2019;CAS-105164-T5X4W1;1;1;20190103;1;1;20190114;5;1;CONVIVENCIA;SITUACIONES DE CONNOTACIÓN SEXUAL;SITUACIONES DE CONNOTACIÓN SEXUAL ENTRE PÁRVULOS Y/O ESTUDIANTES; ; ; ;20133813;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);22730904;2;1698;100680;ESCUELA PAUL HARRIS;5;51;5109;VIÑA DEL MAR;1;1;2;5; 
2019;CAS-105165-W9R8T6;1;1;20190103;1;1;20190110;7;1;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO PERMITE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE SELECCIONADO EN PROCESO DE ADMISIÓN; ; ; ;21431751;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);7058585;2;2973; ;LICEO ABATE MOLINA;7;71;7101;TALCA;2;1;2;7; 
2019;CAS-105166-K8T3J5;1;1;20190103;1;1;20190103;8;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE; ; ; ;25845951;0;2;DIRECTOR(A);19266378;1;4694; ;SAINT JOHN´S SCHOOL;8;81;8108;SAN PEDRO DE LA PAZ;4;4;2;8; 
2019;CAS-105167-L2F5X1;2;1;20190103;1;1;20190318;3;3;GESTIÓN TÉCNICO-PEDAGÓGICA;JORNADA EDUCATIVA (HORAS DE CLASES O ACTIVIDADES Y HORAS NO LECTIVAS);INCUMPLIMIENTO DE HORAS DE CLASES O ACTIVIDADES;190300023; ;190300023;12980018;1;1;DOCENTE;12980018;1;449; ;LICEO JOSE SANTOS OSSA;3;33;3301;VALLENAR;6;2;7;3; 
2019;CAS-105170-Z5Z8L5;1;1;20190103;1;1;20190115;5;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR NECESIDADES EDUCATIVAS ESPECIALES PERMANENTES Y/O TRANSITORIAS (TDA, DISCAPACIDAD FÍSICA Y/O INTELECTUAL, U OTRAS); ; ; ;14108349;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);23586232;1;1403;100528;COL.NTRA.SEÑORA DEL HUERTO;5;55;5501;QUILLOTA;4;4;2;5; 
2019;CAS-105171-G3P2H4;2;1;20190103;1;1;20190108;8;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;2733910;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);14610609;2;4186;101654;ESCUELA BASICA REPUBLICA DE ALEMANIA;8;83;8301;LOS ANGELES;2;1;2;8;0
2019;CAS-105172-V2W5P3;2;1;20190103;1;1;20190114;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;18794069;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);21189552;1;25767;106785;COLEGIO SAN JORGE DE LAS CONDES;13;131;13114;LAS CONDES;3;3;2;13;1
2019;CAS-105173-Y6N6J9;2;1;20190103;1;1;20190108;8;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;2733910;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);7996912;2;4186;101654;ESCUELA BASICA REPUBLICA DE ALEMANIA;8;83;8301;LOS ANGELES;2;1;2;8;0
2019;CAS-105174-H8W8J7;2;1;20190103;1;1;20190523;13;2;GESTIÓN TÉCNICO-ADMINISTRATIVA;REGISTRO DE ASISTENCIA DE PÁRVULOS Y/O ESTUDIANTES;IRREGULARIDADES EN EL REGISTRO DE ASISTENCIA DE PÁRVULOS Y/O ESTUDIANTES;191301790; ; ;5767293;0;1;DOCENTE;18650743;2;25798; ;COLEGIO RELIGIOSO SANTA MARGARITA;13;131;13130;SAN MIGUEL;3;3;5;13; 
2019;CAS-105175-G7B8M3;2;1;20190103;1;1;20190612;5;3;GESTIÓN DE RECURSOS FINANCIEROS;COBROS EN ESTABLECIMIENTOS SUBVENCIONADOS O QUE RECIBEN APORTES DEL ESTADO;IRREGULARIDADES EN EL COBRO DE MATRÍCULA Y/O CUOTA DE INCORPORACIÓN;190500228; ;190500228;13215423;1;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);13215423;2;1746;100704;INST. DESARR. PARA NINOS CON S.DOWN;5;51;5109;VIÑA DEL MAR;3;3;4;5; 
2019;CAS-105176-S5T3V4;2;1;20190104;1;1;20190108;8;1;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO PERMITE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE SELECCIONADO EN PROCESO DE ADMISIÓN; ; ; ;15002227;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);24312539;2;4646;101809;COLEGIO SANTA SABINA;8;81;8101;CONCEPCIÓN;3;3;0;8; 
2019;CAS-105177-H6K4V4;2;1;20190104;1;1;20190130;8;1;CONVIVENCIA;INSTANCIAS DE PARTICIPACIÓN DE LA COMUNIDAD EDUCATIVA (CCAA, CCPA, CONSEJOS ESCOLARES, CONSEJO DE PROFESORES, APODERADOS/AS);IRREGULARIDADES EN EL FUNCIONAMIENTO DE CONSEJOS ESCOLARES Y/O COMITÉS DE BUENA CONVIVENCIA; ; ; ;2733910;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);7996912;2;4186;101654;ESCUELA BASICA REPUBLICA DE ALEMANIA;8;83;8301;LOS ANGELES;2;1;2;8; 
2019;CAS-105179-Q4J3K6;1;1;20190104;1;1;20190130;5;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;1303733;0;2;DIRECTOR(A);8553060;2;14728;104668;JARDIN INFANTIL  ANDALUE;5;58;5804;VILLA ALEMANA;4;4;1;5; 
2019;CAS-105180-J4F4K6;2;1;20190104;1;1;20190109;8;1;CONVIVENCIA;RETENCIÓN DE DOCUMENTOS;RETENCIÓN DE DOCUMENTOS POR OTRAS CAUSALES; ; ; ;14049495;1;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);14049495;2;4865;101913;ESCUELA PARTICULAR MARGARITA NASEAU;8;81;8111;TOMÉ;3;3;2;8; 
2019;CAS-105181-G5G7D7;1;1;20190104;1;1;20190201;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;19158526;0;2;DIRECTOR(A)/ENCARGADO(A) REGIONAL SIE;4067391;1;25418;106594;COLEGIO POLIV. SAN BERNARDO ABAD;13;134;13401;SAN BERNARDO;3;3;5;13;0
2019;CAS-105182-M7Z6K3;1;1;20190104;1;1;20190401;2;1;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO PERMITE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE SELECCIONADO EN PROCESO DE ADMISIÓN; ; ; ;25846131;1;1;MINEDUC;25846131;0;12800;104195;COLEGIO BAUTISTA LOIS HART;2;21;2101;ANTOFAGASTA;3;3;5;2; 
