AGNO;DEN_ID;DEN_CANAL;DEN_ESTADO;DEN_FEC_CREACION;DEN_MES_CREACION;DEN_TRIMESTRE_CREACION;DEN_FEC_TERMINO_DENUNCIA;DEN_OFICINA;DEN_DEPARTAMENTO;DEN_AMBITO;DEN_TEMA;DEN_SUBTEMA;DEN_MRUN;DEN_AFECTADO;DEN_SEXO;DEN_TIPO;AFEC_MRUN;AFEC_SEXO;RBD;EE_NOMBRE;EE_COD_REGION;EE_COD_PROVINCIA;EE_COD_COMUNA;EE_NOM_COMUNA;EE_COD_DEPE;EE_DEPE_AGRUP;AFEC_COD_ENSE2;DEN_REGION
2015;CAS-42276-Q0G6V0;2;1;20150903;9;3;20150903;10;1;GESTIÓN TÉCNICO-PEDAGÓGICA;JORNADA EDUCATIVA (HORAS DE CLASES O ACTIVIDADES Y HORAS NO LECTIVAS);INCUMPLIMIENTO DE HORAS DE CLASES O ACTIVIDADES;5688929;1;1;PADRE/MADRE/TUTOR;5688929;2;8001;LICEO POLITECNICO DE CASTRO;10;102;10201;CASTRO;1;1;7;10
2015;CAS-42279-Q9D8M1;2;1;20150903;9;3;20151202;8;1;MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA;ÚTILES, UNIFORME Y TEXTOS ESCOLARES;ESTABLECIMIENTO EDUCACIONAL OBLIGA O EXIGE LA COMPRA DE TEXTOS ESCOLARES COMPLEMENTARIOS Y/O MATERIALES DE ASEO U OFICINA;21219749;1;1;PADRE/MADRE/TUTOR;21219749;2;4953;ESCUELA ISIDORA GOYENECHEA;8;81;8106;LOTA;2;1;1;8
2015;CAS-42280-J5C5M7;2;1;20150903;9;3;20150909;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);1502219;0;2;ESTUDIANTE;10587243;2;24903;COLEGIO MADRE DE JESUS;13;136;13604;PADRE HURTADO;3;3;5;13
2015;CAS-42281-X1X1S4;1;1;20150903;9;3;20150930;7;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;23230456;0;2;APODERADO/A;4843317;2;16690;COLEGIO SUYAI;7;71;7105;MAULE;3;3;1;7
2015;CAS-42285-M6R7J6;1;1;20150903;9;3;20151026;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE;11912811;0;2;APODERADO/A;4428083;1;8756;COLEGIO EXCELSIOR;13;131;13101;SANTIAGO;3;3;5;13
2015;CAS-42286-Q1G3V2;2;1;20150903;9;3;20150909;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;1502219;0;2;ESTUDIANTE;10587243;2;24903;COLEGIO MADRE DE JESUS;13;136;13604;PADRE HURTADO;3;3;5;13
2015;CAS-42287-N9Q3P8;1;1;20150903;9;3;20151028;1;1;CONVIVENCIA;MALTRATO A MIEMBROS ADULTOS DE LA COMUNIDAD EDUCATIVA;MALTRATO DE ESTUDIANTE HACIA PERSONAL DEL ESTABLECIMIENTO (DOCENTES, EDUCADORES, OTRO);9629611;1;2;DOCENTE;9629611;2;12582;COLEGIO NUSTA KORI;1;11;1101;IQUIQUE;3;3;5;1
2015;CAS-42290-D4G7Q5;2;1;20150903;9;3;20150923;7;1;GESTIÓN DE RECURSOS FINANCIEROS;USO DE LA SUBVENCIÓN O APORTES DEL ESTADO;IRREGULARIDADES EN EL USO DE LA SUBVENCIÓN ESCOLAR PREFERENCIAL (SEP);2332607;1;2;OTRO MIEMBRO DE LA COMUNIDAD;2332607;2;16428;ESC. MONSENOR MANUEL LARRAIN ERRAZURIZ;7;73;7302;HUALAÑÉ;2;1;2;7
2015;CAS-42291-D6W8H1;2;1;20150903;9;3;20151005;0;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE;9253634;0;1;ESTUDIANTE;24642916;1;9172;COLEGIO POLIV. ROCKET COLLEGE;13;131;13118;MACUL;3;3;7;13
2015;CAS-42292-K5X3Y1;2;1;20150903;9;3;20151114;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;1640143;0;2;ESTUDIANTE;20347282;1;25766;ESC. BOSTON COLLEGE SAN MARTIN;13;131;13119;MAIPÚ;3;3;2;13
2015;CAS-42294-M7D3S3;1;1;20150903;9;3;20151231;8;3;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);4383344;0;2;APODERADO/A;5709335;2;4798;SAGRADOS CORAZONES;8;81;8112;HUALPÉN;4;4;2;8
2015;CAS-42295-H9Z0J1;2;1;20150903;9;3;20150921;14;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR NECESIDADES EDUCATIVAS ESPECIALES PERMANENTES Y/O TRANSITORIAS (TDA, DISCAPACIDAD FÍSICA Y/O INTELECTUAL, U OTRAS);2074018;1;2;APODERADO/A;2074018;2;22339;COLEGIO GHANDI;14;141;14101;VALDIVIA;3;3;2;14
2015;CAS-42296-R0C7X4;1;1;20150903;9;3;20151203;8;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);14625206;0;2;APODERADO/A;5712447;2;4025;LICEO POLIVALENTE VIRGINIO ARIAS;8;84;8415;RÁNQUIL;2;1;5;8
2015;CAS-42300-W9L3N8;1;1;20150903;9;3;20151214;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;22802990;0;2;PADRE/MADRE/TUTOR;19069275;1;10618;INSTITUTO SAN PABLO MISIONERO;13;134;13401;SAN BERNARDO;3;3;2;13
2015;CAS-42302-G9G2B3;1;1;20150903;9;3;20160331;13;3;GESTIÓN TÉCNICO-ADMINISTRATIVA;REGISTRO DE ASISTENCIA DE PÁRVULOS Y/O ESTUDIANTES;IRREGULARIDADES EN EL REGISTRO DE ASISTENCIA DE PÁRVULOS Y/O ESTUDIANTES;17431107;1;2;DOCENTE;17431107;2;25658;ESCUELA ESPECIAL PART. SANTA JAVIERA;13;131;13119;MAIPÚ;3;3;1;13
2015;CAS-42303-R6W1F5;1;1;20150903;9;3;20151112;10;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);23591795;0;2;APODERADO/A;23415278;2;22554;ESCUELA BASICA SAN CARLOS DE CHONCHI;10;102;10203;CHONCHI;1;1;2;10
2015;CAS-42304-F2C6R8;2;1;20150903;9;3;20151116;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;SUSPENSIÓN DE CLASES A PÁRVULO Y/O ESTUDIANTE;8319755;0;2;ESTUDIANTE;15701675;2;25475;COLEGIO PART. PADRE JOSE KENTENICH;13;132;13201;PUENTE ALTO;3;3;5;13
2015;CAS-42305-D3D2C3;2;1;20150903;9;3;20150925;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE;8938519;0;2;PADRE/MADRE/TUTOR;2490424;1;24978;COLEGIO PART.POLITECNICO EYZAGUIRRE;13;132;13201;PUENTE ALTO;3;3;5;13
2015;CAS-42306-Z5R8M5;1;1;20150903;9;3;20151109;7;1;CONVIVENCIA;SITUACIONES DE CONNOTACIÓN SEXUAL;SITUACIONES DE CONNOTACIÓN SEXUAL DE ADULTO A PÁRVULOS Y/O ESTUDIANTES;2979295;0;2;APODERADO/A;24907976;2;16561;CENTRO LENGUAJE  EL CANELO;7;74;7401;LINARES;3;3;4;7
2015;CAS-42307-F8V0X1;2;1;20150903;9;3;20151210;8;3;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;FALTA O AUSENCIA DEL PERSONAL DEL ESTABLECIMIENTO;7372638;1;2;APODERADO/A;7372638;2; ;OTRO;8;83;8312;TUCAPEL;99;9;4;8
2015;CAS-42308-C6K9Z1;1;1;20150903;9;3;20151109;7;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;2979295;0;2;APODERADO/A;24907976;1;16561;CENTRO LENGUAJE  EL CANELO;7;74;7401;LINARES;3;3;4;7
2015;CAS-42309-L9F7H3;1;1;20150903;9;3;20151109;7;1;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;FALTA O AUSENCIA DEL PERSONAL DEL ESTABLECIMIENTO;2979295;0;2;APODERADO/A;24907976;2;16561;CENTRO LENGUAJE  EL CANELO;7;74;7401;LINARES;3;3;4;7
2015;CAS-42310-F0P7V7;2;1;20150903;9;3;20151111;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;18206539;0;2;APODERADO/A;5036819;2;25520;COL. PART. SAGRADO CORAZON DE JESUS DE LA RE;13;131;13113;LA REINA;3;3;2;13
2015;CAS-42313-S5J1B2;2;1;20150903;9;3;20150914;13;1;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO INFORMA O NO PUBLICA EL PROCEDIMIENTO DE SELECCIÓN, LOS RESULTADOS O EL REGISTRO PÚBLICO DE PÁRVULOS Y/O ESTUDIANTES ADMITIDOS (MEDIOS ELECTRÓNICOS, FOLLETOS O MURALES PÚBLICOS);8592229;1;2;DOCENTE;8592229;2;9536;ESCUELA PART.CENTRO EDUC.SANTA MONICA;13;131;13129;SAN JOAQUÍN;3;3;2;13
2015;CAS-42314-W9M9G0;2;1;20150903;9;3;20160308;13;3;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);219245;0;1;ESTUDIANTE;3863431;1;8589;LICEO MIGUEL RAFAEL PRADO;13;131;13108;INDEPENDENCIA;3;3;2;13
2015;CAS-42317-F3M7K8;2;1;20150903;9;3;20151213;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;19843524;0;2;APODERADO/A;9245412;1;24642;COLEGIO ALEMAN DE SANTIAGO ANEXO;13;131;13114;LAS CONDES;4;4;5;13
2015;CAS-42318-C9V2S4;2;1;20150903;9;3;20160530;13;2;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;18315589;1;2;DOCENTE;18315589;2;11997;ESCUELA PARTICULAR SUBVENCIONADA ABET;13;131;13109;LA CISTERNA;3;3;2;13
2015;CAS-42322-H8Q3Q7;2;1;20150904;9;3;20151123;5;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR NECESIDADES EDUCATIVAS ESPECIALES PERMANENTES Y/O TRANSITORIAS (TDA, DISCAPACIDAD FÍSICA Y/O INTELECTUAL, U OTRAS);10027222;0;2;ESTUDIANTE;304694;1;14233;COLEGIO SANTA TERESA;5;58;5801;QUILPUÉ;3;3;2;5
2015;CAS-42326-V3T9T5;1;1;20150904;9;3;20151008;4;1;CONVIVENCIA;SITUACIONES DE CONNOTACIÓN SEXUAL;SITUACIONES DE CONNOTACIÓN SEXUAL ENTRE PÁRVULOS Y/O ESTUDIANTES;12499128;0;2;PADRE/MADRE/TUTOR;21765158;2;526;COLEGIO JOSE MANUEL BALMACEDA;4;41;4101;LA SERENA;1;1;2;4
2015;CAS-42327-V4V5P2;1;1;20150904;9;3;20151203;8;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);4071909;0;2;DOCENTE;9417176;2;4824;LICEO INDUSTRIAL DE TOME;8;81;8111;TOMÉ;5;5;5;8
2015;CAS-42330-F4C7N3;2;1;20150904;9;3;20151006;9;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;23122252;1;1;PADRE/MADRE/TUTOR;23122252;2;6604;ESCUELA LOS CARRERA;9;91;9108;LAUTARO;2;1;2;9
2015;CAS-42331-Z8X2V3;2;1;20150904;9;3;20151122;13;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR NECESIDADES EDUCATIVAS ESPECIALES PERMANENTES Y/O TRANSITORIAS (TDA, DISCAPACIDAD FÍSICA Y/O INTELECTUAL, U OTRAS);11462064;0;2;ESTUDIANTE;3074917;1;10522;ESCUELA BASICA G-N°643 SAN JUAN DE PIRQUE;13;132;13202;PIRQUE;1;1;2;13
2015;CAS-42332-N3M4S4;2;1;20150904;9;3;20150925;9;2;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;FALTA O AUSENCIA DEL PERSONAL DEL ESTABLECIMIENTO;11237892;1;1;APODERADO/A;11237892;2;5590;COMPLEJO EDUC. UN AMANECER EN LA ARAUCANIA;9;91;9101;TEMUCO;2;1;2;9
2015;CAS-42334-R5J2P7;1;1;20150904;9;3;20150904;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);1702259;0;2;APODERADO/A;9300052;2;8614;COLEGIO MARIA TERESA CANCINO AGUILAR;13;131;13127;RECOLETA;3;3;2;13
2015;CAS-42336-C1L4B7;2;1;20150904;9;3;20151202;8;1;SEGURIDAD E HIGIENE;ACCIDENTES DE PÁRVULOS Y/O ESTUDIANTES EN EL CONTEXTO EDUCATIVO;ACCIDENTES DE PÁRVULOS Y/O ESTUDIANTES OCURRIDOS AL INTERIOR DEL ESTABLECIMIENTO EDUCACIONAL CON OCASIÓN DE SUS ESTUDIOS COMO CONSECUENCIA DE FALTA DE SUPERVISIÓN, O ACOMPAÑAMIENTO DE PERSONAL RESPONSABLE;19133141;0;1;APODERADO/A;5278052;2;18255;ESCUELA ESPECIAL DE LENGUAJE EFRAIN AEDO;8;81;8102;CORONEL;3;3;1;8
2015;CAS-42337-L3D9G4;1;1;20150904;9;3;20151030;1;1;CONVIVENCIA;MALTRATO A MIEMBROS ADULTOS DE LA COMUNIDAD EDUCATIVA;MALTRATO DE PADRE, MADRE Y/O APODERADO (A) HACIA PERSONAL DEL ESTABLECIMIENTO (DOCENTES, EDUCADORES, OTRO);13709244;1;2;DOCENTE;13709244;2;40054;ESCUELA SANTA LAURA;1;11;1107;ALTO HOSPICIO;3;3;2;1
2015;CAS-42338-H0T5L5;2;1;20150904;9;3;20150911;8;1;SEGURIDAD E HIGIENE;MEDIDAS DE SEGURIDAD EN EL ESTABLECIMIENTO EDUCATIVO;IRREGULARIDADES EN EL CUMPLIMIENTO DE LAS MEDIDAS DE SEGURIDAD EN ACTIVIDADES EXTRACURRICULARES (VIAJES DE ESTUDIO, OTROS) Y/O ACTIVIDADES CURRICULARES (SALIDAS PEDAGÓGICAS, INGRESO Y RETIRO DE LA JORNADA ESCOLAR, ETC);19133141;1;1;APODERADO/A;19133141;2;18255;ESCUELA ESPECIAL DE LENGUAJE EFRAIN AEDO;8;81;8102;CORONEL;3;3;1;8
2015;CAS-42340-V0L4R4;1;1;20150904;9;3;20151203;8;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);8024858;1;2;DOCENTE;8024858;2;4824;LICEO INDUSTRIAL DE TOME;8;81;8111;TOMÉ;5;5;5;8
2015;CAS-42346-C7J7S2;1;1;20150904;9;3;20150916;1;2;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;FALTA O AUSENCIA DEL PERSONAL DEL ESTABLECIMIENTO;13709244;1;2;DOCENTE;13709244;2;40054;ESCUELA SANTA LAURA;1;11;1107;ALTO HOSPICIO;3;3;2;1
2015;CAS-42347-F3N6N2;1;1;20150904;9;3;20151230;8;3;CONVIVENCIA;SITUACIONES DE CONNOTACIÓN SEXUAL;SITUACIONES DE CONNOTACIÓN SEXUAL ENTRE PÁRVULOS Y/O ESTUDIANTES;10205530;0;2;APODERADO/A;23254948;2;11741;ESCUELA PARTICULAR SAN ANDRÉS;8;81;8101;CONCEPCIÓN;3;3;2;8
2015;CAS-42348-Q4Y1M5;1;1;20150904;9;3;20150930;14;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;1346572;0;2;APODERADO/A;657485;2;22559;COLEGIO CRISTIANO LA UNION;14;142;14201;LA UNIÓN;3;3;5;14
2015;CAS-42350-K7M5J8;1;1;20150904;9;3;20151008;4;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);16065664;0;2;PADRE/MADRE/TUTOR;18528957;2;1049;COLEGIO DIEGO DE ALMAGRO;4;42;4203;LOS VILOS;2;1;2;4
2015;CAS-42351-N9W5Y8;1;1;20150904;9;3;20150909;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;SUSPENSIÓN DE CLASES A PÁRVULO Y/O ESTUDIANTE;3421087;0;2;PADRE/MADRE/TUTOR;19082715;1;8942;ESCUELA PARTICULAR TERESIANA DE SAN JOSE;13;134;13401;SAN BERNARDO;3;3;2;13
2015;CAS-42352-P1W9M8;1;1;20150904;9;3;20151114;13;1;CONVIVENCIA;RETENCIÓN DE DOCUMENTOS;RETENCIÓN DE DOCUMENTOS POR DEUDA;5015681;0;2;APODERADO/A;3937202;1;25484;ESC PART. SIGLO XXI DE LAMPA;13;133;13302;LAMPA;3;3;2;13
2015;CAS-42354-C0T5G7;1;1;20150904;9;3;20150915;5;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE;21128977;0;2;APODERADO/A;14946714;2;1675;LICEO GUILLERMO RIVERA COTAPOS;5;51;5109;VIÑA DEL MAR;1;1;5;5
2015;CAS-42355-Y6Y3P3;1;1;20150904;9;3;20151118;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;16171245;0;2;APODERADO/A;10662822;2;9648;ESCUELA PARTICULAR FRANCISCO DE MIRANDA;13;131;13131;SAN RAMÓN;3;3;2;13
2015;CAS-42356-B6M7Y8;1;1;20150904;9;3;20151130;5;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);8350915;0;2;APODERADO/A;553076;2;1702;ESCUELA CANAL BEAGLE;5;51;5109;VIÑA DEL MAR;1;1;2;5
2015;CAS-42358-C2Y1V7;2;1;20150904;9;3;20151120;2;3;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO PERMITIR LA PARTICIPACIÓN DEL PÁRVULO Y/O ESTUDIANTE EN ACTIVIDADES CURRICULARES (EJ. CLASES, SALIDAS EDUCATIVAS, GIRAS DE ESTUDIO, OTROS);8128898;0;1;ESTUDIANTE;20181875;1;293;ESCUELA JOSE PAPIC RADNIC;2;21;2101;ANTOFAGASTA;1;1;2;2
2015;CAS-42362-X9K4G8;1;1;20150904;9;3;20151214;13;3;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;INCUMPLIMIENTO DE LOS REQUISITOS DE IDONEIDAD PROFESIONAL Y/O TÉCNICA DEL PERSONAL DEL ESTABLECIMIENTO;11666101;1;2;DOCENTE;11666101;2;8511;LICEO EXPERIMENTAL ARTISTICO B-65;13;131;13126;QUINTA NORMAL;5;5;5;13
2015;CAS-42364-Y7R4V8;2;1;20150904;9;3;20150923;9;1;GESTIÓN DE RECURSOS FINANCIEROS;COBROS EN ESTABLECIMIENTOS SUBVENCIONADOS O QUE RECIBEN APORTES DEL ESTADO;COBROS ADICIONALES Y/O EXIGENCIAS EN ESPECIES (MATERIALES DE ASEO DE USO GENERAL, DE OFICINA, DISFRAZ, VESTUARIO BAILE, RIFAS, OTRO);2302054;1;1;OTRO MIEMBRO DE LA COMUNIDAD;2302054;2;5680;ESC.PART.SAN FRANCISCO DE ASIS DE TEMUCO;9;91;9101;TEMUCO;3;3;2;9
2015;CAS-42365-L1D9V3;2;1;20150904;9;3;20151023;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;18278366;0;2;APODERADO/A;9848031;2;12255;COLEGIO ALCAZAR;13;131;13119;MAIPÚ;1;1;2;13
2015;CAS-42367-W3Z4W7;1;1;20150904;9;3;20151210;7;3;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE;9883089;0;2;APODERADO/A;8556710;1;16717;COLEGIO SANTA MADRE DE DIOS;7;71;7110;SAN RAFAEL;3;3;2;7
2015;CAS-42368-P1H9Z2;1;1;20150904;9;3;20151006;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);15739609;0;2;APODERADO/A;23307455;2;11965;CENTRO EDUCACIONAL SAN LORENZO;13;131;13127;RECOLETA;3;3;2;13
2015;CAS-42369-B6T2N3;1;1;20150904;9;3;20150922;13;1;CONVIVENCIA;SITUACIONES DE CONNOTACIÓN SEXUAL;SITUACIONES DE CONNOTACIÓN SEXUAL DE ADULTO A PÁRVULOS Y/O ESTUDIANTES;10794274;0;2;APODERADO/A;17542278;2;24822;ESC. BAS. PDTE. SALVADOR ALLENDE G.;13;131;13105;EL BOSQUE;2;1;2;13
2015;CAS-42370-V5N7M9;1;1;20150904;9;3;20151105;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);10023597;0;2;PADRE/MADRE/TUTOR;7053642;2;9013;ESCUELA PALESTINA;13;131;13113;LA REINA;1;1;2;13
2015;CAS-42371-S8V4K3;2;1;20150904;9;3;20160208;13;3;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);13336329;0;2;ESTUDIANTE;1789403;1;8636;LICEO LEONARDO MURIALDO;13;131;13127;RECOLETA;3;3;2;13
2015;CAS-42372-D7D0B0;1;1;20150904;9;3;20150929;1;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE;24982044;0;2;APODERADO/A;22301845;1;12719;LICEO PABLO NERUDA;1;11;1107;ALTO HOSPICIO;3;3;2;1
2015;CAS-42378-G4H8S6;1;1;20150904;9;3;20151023;12;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);17829052;0;2;PADRE/MADRE/TUTOR;23808949;2;24302;ESCUELA GENERAL MANUEL BULNES P.;12;121;12101;PUNTA ARENAS;1;1;2;12
2015;CAS-42379-B2T6H4;1;1;20150904;9;3;20150930;7;1;CONVIVENCIA;SITUACIONES DE CONNOTACIÓN SEXUAL;SITUACIONES DE CONNOTACIÓN SEXUAL ENTRE PÁRVULOS Y/O ESTUDIANTES;17690857;0;2;APODERADO/A;1934584;1;16627;COLEGIO SAN IGNACIO DE TALCA;7;71;7101;TALCA;3;3;2;7
2015;CAS-42381-M1S1B7;1;1;20150904;9;3;20151028;1;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE;1184282;0;2;PADRE/MADRE/TUTOR;17400368;2;12604;ESCUELA BASICA CORONA SCHOOL;1;11;1101;IQUIQUE;3;3;2;1
2015;CAS-42384-P1K3Z3;1;1;20150904;9;3;20150925;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;14732993;0;2;APODERADO/A;17514366;1;31387;COLEGIO BOSTON COLLEGE ALTO MACUL;13;131;13110;LA FLORIDA;4;4;2;13
2015;CAS-42385-R7J0R4;1;1;20150904;9;3;20151121;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;SITUACIONES DE CONFLICTO ENTRE PÁRVULOS QUE AFECTAN LA CONVIVENCIA ESCOLAR (GOLPES, MORDEDURAS, EMPUJONES, RASGUÑOS, TIRONES DE PELO);1396915;0;2;APODERADO/A;8355610;2;26466;ESCUELA BASICA ELIODORO MATTE OSSA;13;134;13401;SAN BERNARDO;3;3;1;13
2015;CAS-42387-V8D6C9;1;1;20150904;9;3;20151027;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;24486063;0;2;APODERADO/A;24566548;2;24406;ESCUELA BASICA PARTICULAR KIND'S SCHOOL;13;131;13119;MAIPÚ;3;3;2;13
2015;CAS-42389-F8N5X7;1;1;20150904;9;3;20151230;14;3;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE;20668040;0;2;PADRE/MADRE/TUTOR;14608104;1;6753;LICEO SANTA MARIA LA BLANCA;14;141;14101;VALDIVIA;2;1;5;14
2015;CAS-42390-Q7H4J8;1;1;20150904;9;3;20160921;4;3;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;19488574;1;2;DOCENTE;19488574;2;522;COLEGIO JAVIERA CARRERA;4;41;4101;LA SERENA;1;1;2;4
2015;CAS-42391-F5C6Y3;2;1;20150904;9;3;20151112;8;1;CONVIVENCIA;MALTRATO A MIEMBROS ADULTOS DE LA COMUNIDAD EDUCATIVA;MALTRATO DE ESTUDIANTE HACIA PERSONAL DEL ESTABLECIMIENTO (DOCENTES, EDUCADORES, OTRO);11710897;0;1;DOCENTE;13441582;2;4960;COLEGIO ANGEL DE PEREDO;8;81;8106;LOTA;2;1;1;8
