AGNO;DEN_ID;DEN_CANAL;DEN_ESTADO;DEN_FEC_CREACION;DEN_MES_CREACION;DEN_TRIMESTRE_CREACION;DEN_FEC_TERMINO_DENUNCIA;DEN_OFICINA;DEN_DEPARTAMENTO;DEN_AMBITO;DEN_TEMA;DEN_SUBTEMA;DEN_MRUN;DEN_AFECTADO;DEN_SEXO;DEN_TIPO;AFEC_MRUN;AFEC_SEXO;RBD;EE_NOMBRE;EE_COD_REGION;EE_COD_PROVINCIA;EE_COD_COMUNA;EE_NOM_COMUNA;EE_COD_DEPE;EE_DEPE_AGRUP;AFEC_COD_ENSE2;DEN_REGION
2015;CAS-33457-W2T5W0;2;1;20150318;3;1;20150619;0;1;MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA;MOBILIARIO, EQUIPAMIENTO, ELEMENTOS DE ENSEÑANZA Y MATERIAL DIDÁCTICO;MOBILIARIO Y EQUIPAMIENTO INSUFICIENTES, INADECUADOS, INSEGUROS Y/O INSALUBRES (EJ. MESAS, SILLAS, SISTEMA DE CALEFACCIÓN, JUEGOS DE PATIO, OTROS);1982910;1;2;APODERADO/A;1982910;0;25073;SANTA MARIA DEL PILAR DE LA FLORIDA;13;131;13110;LA FLORIDA;3;3;6;13
2015;CAS-33462-S8B7X8;2;1;20150318;3;1;20150318;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;SUSPENSIÓN DE CLASES A PÁRVULO Y/O ESTUDIANTE;18201888;0;2;ESTUDIANTE;20848066;0;8498;LICEO DARIO SALAS;13;131;13101;SANTIAGO;2;1;5;13
2015;CAS-33464-V4F4K3;1;1;20150318;3;1;20150522;8;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);2094527;0;2;APODERADO/A;3524654;0;5083;COLEGIO ARAUCO;8;82;8202;ARAUCO;4;4;2;8
2015;CAS-33465-D1K7Q6;2;1;20150318;3;1;20151123;6;3;INFRAESTRUCTURA;LOCAL O INFRAESTRUCTURA DEL ESTABLECIMIENTO EDUCACIONAL;FALTA O DEFICIENCIAS EN LA INFRAESTRUCTURA DEL ESTABLECIMIENTO;10973034;1;2;PADRE/MADRE/TUTOR;10973034;0;15774;ESCUELA AGRICOLA DON GREGORIO;6;63;6303;CHIMBARONGO;3;3;7;6
2015;CAS-33466-P2M3S3;1;1;20150318;3;1;20150408;15;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR NECESIDADES EDUCATIVAS ESPECIALES PERMANENTES Y/O TRANSITORIAS (TDA, DISCAPACIDAD FÍSICA Y/O INTELECTUAL, U OTRAS);23140831;0;1;APODERADO/A;21147069;0;30001;THE INTERNATIONAL SCHOOL ARICA;15;151;15101;ARICA;3;3;1;15
2015;CAS-33470-G3P8S1;1;1;20150318;3;1;20150820;13;3;SEGURIDAD E HIGIENE;ACCIDENTES DE PÁRVULOS Y/O ESTUDIANTES EN EL CONTEXTO EDUCATIVO;ACCIDENTES DE PÁRVULOS Y/O ESTUDIANTES OCURRIDOS AL INTERIOR DEL ESTABLECIMIENTO EDUCACIONAL CON OCASIÓN DE SUS ESTUDIOS COMO CONSECUENCIA DE FALTA DE SUPERVISIÓN, O ACOMPAÑAMIENTO DE PERSONAL RESPONSABLE;6016828;0;2;APODERADO/A;21816207;0;26381;COLEGIO NUEVA ERA SIGLO XXI SEDE PUENTE ALTO;13;132;13201;PUENTE ALTO;3;3;1;13
2015;CAS-33471-K2N3J3;2;1;20150318;3;1;20151231;6;3;GESTIÓN TÉCNICO-PEDAGÓGICA;JORNADA EDUCATIVA (HORAS DE CLASES O ACTIVIDADES Y HORAS NO LECTIVAS);INCUMPLIMIENTO DE HORAS DE CLASES O ACTIVIDADES;9550942;1;1;PADRE/MADRE/TUTOR;4889326;0;15774;ESCUELA AGRICOLA DON GREGORIO;6;63;6303;CHIMBARONGO;3;3;7;6
2015;CAS-33472-G3S3T6;1;1;20150318;3;1;20151124;6;3;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;24455642;1;2;APODERADO/A;24455642;0; ;OTRO;6;63;6304;LOLOL;99;9;5;6
2015;CAS-33473-F1H1J1;2;1;20150318;3;1;20150318;13;1;MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA;ÚTILES, UNIFORME Y TEXTOS ESCOLARES;ESTABLECIMIENTO EDUCACIONAL OBLIGA O EXIGE LA COMPRA DE TEXTOS ESCOLARES COMPLEMENTARIOS Y/O MATERIALES DE ASEO U OFICINA;18745832;1;1;APODERADO/A;18745832;0;25693;COLEGIO MADRE DE LA DIVINA PROVIDENC;13;131;13118;MACUL;3;3;2;13
2015;CAS-33474-D2X5B3;1;1;20150318;3;1;20150723;15;3;SEGURIDAD E HIGIENE;ACCIDENTES DE PÁRVULOS Y/O ESTUDIANTES EN EL CONTEXTO EDUCATIVO;ACCIDENTES DE PÁRVULOS Y/O ESTUDIANTES OCURRIDOS AL INTERIOR DEL ESTABLECIMIENTO EDUCACIONAL CON OCASIÓN DE SUS ESTUDIOS COMO CONSECUENCIA DE FALTA DE SUPERVISIÓN, O ACOMPAÑAMIENTO DE PERSONAL RESPONSABLE;19955711;0;2;APODERADO/A;2107519;0;28;ESCUELA RICARDO SILVA ARRIAGADA;15;151;15101;ARICA;2;1;2;15
2015;CAS-33478-Q9L2Z3;2;1;20150318;3;1;20150710;13;3;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;19444453;0;1;APODERADO/A;9471197;0;8959;COLEGIO SUPERIOR CAMBRIDGE;13;131;13123;PROVIDENCIA;4;4;6;13
2015;CAS-33480-D9C1B1;2;1;20150318;3;1;20150619;0;1;INFRAESTRUCTURA;LOCAL O INFRAESTRUCTURA DEL ESTABLECIMIENTO EDUCACIONAL;FALTA O DEFICIENCIAS EN LA INFRAESTRUCTURA DEL ESTABLECIMIENTO;13384033;1;1;ESTUDIANTE;13384033;0;25386;COLEGIO PARTICULAR NOVO MUNDO;13;131;13125;QUILICURA;3;3;5;13
2015;CAS-33481-L9L6S3;2;1;20150318;3;1;20150318;5;1;CONVIVENCIA;MALTRATO A MIEMBROS ADULTOS DE LA COMUNIDAD EDUCATIVA;MALTRATO DE PADRE, MADRE Y/O APODERADO (A) HACIA PERSONAL DEL ESTABLECIMIENTO (DOCENTES, EDUCADORES, OTRO);4498753;1;2;DIRECTOR(A);4498753;0;1347;LICEO MENESIANO SAGRADO CORAZON;5;57;5703;LLAILLAY;3;3;5;5
2015;CAS-33484-K5D1X9;2;1;20150318;3;1;20150525;13;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR NECESIDADES EDUCATIVAS ESPECIALES PERMANENTES Y/O TRANSITORIAS (TDA, DISCAPACIDAD FÍSICA Y/O INTELECTUAL, U OTRAS);4557374;0;2;ESTUDIANTE;24594155;0;25749;COLEGIO PART. ALICANTE DEL ROSAL;13;131;13119;MAIPÚ;3;3;2;13
2015;CAS-33485-L0D4V0;2;1;20150318;3;1;20150416;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;18572610;0;2;APODERADO/A;22140200;0;10335;ESCUELA SAN JORGE;13;131;13108;INDEPENDENCIA;3;3;2;13
2015;CAS-33487-Z6R2V6;2;1;20150318;3;1;20151117;8;3;MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA;ÚTILES, UNIFORME Y TEXTOS ESCOLARES;ESTABLECIMIENTO EDUCACIONAL NO ENTREGA LOS TEXTOS OTORGADOS POR EL MINEDUC;1349960;1;1;PADRE/MADRE/TUTOR;1349960;0;18237;COLEGIO AMANECER SAN CARLOS;8;81;8108;SAN PEDRO DE LA PAZ;3;3;2;8
2015;CAS-33497-P4F8B1;2;1;20150318;3;1;20150413;13;1;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;FALTA O AUSENCIA DEL PERSONAL DEL ESTABLECIMIENTO;12837984;1;1;PADRE/MADRE/TUTOR;12837984;0;25016;ESC.BASICA SAN MARCELO  ANEXO;13;131;13111;LA GRANJA;3;3;2;13
2015;CAS-33499-H7F4M3;2;1;20150318;3;1;20150413;13;1;INFRAESTRUCTURA;LOCAL O INFRAESTRUCTURA DEL ESTABLECIMIENTO EDUCACIONAL;FALTA O DEFICIENCIAS EN LA INFRAESTRUCTURA DEL ESTABLECIMIENTO;12837984;1;1;PADRE/MADRE/TUTOR;12837984;0;25016;ESC.BASICA SAN MARCELO  ANEXO;13;131;13111;LA GRANJA;3;3;2;13
2015;CAS-33500-V4T3R1;2;1;20150318;3;1;20150327;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);8516698;0;2;ESTUDIANTE;17872856;0;25711;ESC. BASICA MUNICIPAL PAULA JARAQUEMADA ALQUI;13;134;13404;PAINE;2;1;2;13
2015;CAS-33505-G7S4W3;2;1;20150319;3;1;20150402;8;1;CONVIVENCIA;RETENCIÓN DE DOCUMENTOS;RETENCIÓN DE DOCUMENTOS POR OTRAS CAUSALES;22740525;0;1;ESTUDIANTE;20247774;0;17607;COLEGIO INGLÉS BRITISH ROYAL SCHOOL;8;81;8101;CONCEPCIÓN;3;3;5;8
2015;CAS-33507-G7M8P6;1;1;20150319;3;1;20150407;9;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;18620229;0;2;APODERADO/A;12436667;0;5589;ESCUELA MILLARAY;9;91;9101;TEMUCO;2;1;2;9
2015;CAS-33508-V5Y9W5;1;1;20150319;3;1;20150325;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;21532404;0;2;APODERADO/A;11318036;0;26372;ESCUELA BASICA SAN LUCAS DE LO ESPEJO;13;131;13116;LO ESPEJO;3;3;2;13
2015;CAS-33509-S9X4P2;1;1;20150319;3;1;20150406;2;1;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO INFORMA O NO PUBLICA EL PROCEDIMIENTO DE SELECCIÓN, LOS RESULTADOS O EL REGISTRO PÚBLICO DE PÁRVULOS Y/O ESTUDIANTES ADMITIDOS (MEDIOS ELECTRÓNICOS, FOLLETOS O MURALES PÚBLICOS);6700795;0;2;APODERADO/A;8594324;0;305;ESCUELA GONZALEZ ECHEGOYEN;2;21;2101;ANTOFAGASTA;1;1;2;2
2015;CAS-33511-F7V1V6;1;1;20150319;3;1;20150406;14;1;SEGURIDAD E HIGIENE;ACCIDENTES DE PÁRVULOS Y/O ESTUDIANTES EN EL CONTEXTO EDUCATIVO;ACCIDENTES DE PÁRVULOS Y/O ESTUDIANTES OCURRIDOS AL INTERIOR DEL ESTABLECIMIENTO EDUCACIONAL CON OCASIÓN DE SUS ESTUDIOS COMO CONSECUENCIA DE FALTA DE SUPERVISIÓN, O ACOMPAÑAMIENTO DE PERSONAL RESPONSABLE;24936449;0;2;APODERADO/A;18163713;0;6759;ESCUELA CHILE;14;141;14101;VALDIVIA;2;1;2;14
2015;CAS-33513-R0L7V0;1;1;20150319;3;1;20150410;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;3939626;0;2;APODERADO/A;2321435;0;9867;CENTRO DE EDUC. TECN.PROFESIONAL CODEDUC;13;131;13119;MAIPÚ;1;1;2;13
2015;CAS-33514-Z8T7R9;1;1;20150319;3;1;20150410;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;11118775;0;2; ;11992005;0;9408;LICEO POLITECNICO DE SAN JOAQUIN;13;131;13129;SAN JOAQUÍN;5;5;5;13
2015;CAS-33517-W2B3V2;1;1;20150319;3;1;20150319;5;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;1464034;0;2;APODERADO/A;11861417;0;14879;LICEO PART, MIXTO SAN FELIPE;5;57;5701;SAN FELIPE;3;3;1;5
2015;CAS-33524-K3H2S7;1;1;20150319;3;1;20150907;13;3;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;6942160;0;2;APODERADO/A;20196876;0;25386;COLEGIO PARTICULAR NOVO MUNDO;13;131;13125;QUILICURA;3;3;5;13
2015;CAS-33525-Z7R2K2;1;1;20150319;3;1;20151020;5;3;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO INFORMA O NO PUBLICA EL PROCEDIMIENTO DE SELECCIÓN, LOS RESULTADOS O EL REGISTRO PÚBLICO DE PÁRVULOS Y/O ESTUDIANTES ADMITIDOS (MEDIOS ELECTRÓNICOS, FOLLETOS O MURALES PÚBLICOS);10656192;0;2;PADRE/MADRE/TUTOR;11178914;0;16945;COLEGIO GIORDANO BRUNO;5;55;5501;QUILLOTA;3;3;5;5
2015;CAS-33528-D8T2K1;1;1;20150319;3;1;20150520;13;2;CONVIVENCIA;SITUACIONES DE CONNOTACIÓN SEXUAL;SITUACIONES DE CONNOTACIÓN SEXUAL ENTRE PÁRVULOS Y/O ESTUDIANTES;11720513;0;2;PADRE/MADRE/TUTOR;23755930;0;9312;CHILEAN EAGLES COLLEGE;13;131;13110;LA FLORIDA;3;3;1;13
2015;CAS-33533-Y9X1K5;1;1;20150319;3;1;20150416;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;280893;0;2;APODERADO/A;23035113;0;8503;INST.SUP.DE COMERCIO EDUARDO FREI M.;13;131;13101;SANTIAGO;2;1;7;13
2015;CAS-33537-L1N3C6;1;1;20150319;3;1;20150415;14;2;INFRAESTRUCTURA;LOCAL O INFRAESTRUCTURA DEL ESTABLECIMIENTO EDUCACIONAL;FALTA O DEFICIENCIAS EN LA INFRAESTRUCTURA DEL ESTABLECIMIENTO;22494860;1;2;APODERADO/A;22494860;0;6832;COLEGIO MARIA AUXILIADORA;14;141;14101;VALDIVIA;3;3;5;14
2015;CAS-33540-K5N6H0;2;1;20150319;3;1;20150811;13;2;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR NECESIDADES EDUCATIVAS ESPECIALES PERMANENTES Y/O TRANSITORIAS (TDA, DISCAPACIDAD FÍSICA Y/O INTELECTUAL, U OTRAS);4488754;0;2;PADRE/MADRE/TUTOR;9339959;0;31040;COLEGIO SAN FERNANDO DE BUIN;13;134;13402;BUIN;3;3;2;13
2015;CAS-33542-V3B5B7;1;1;20150319;3;1;20150413;15;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;878172;0;2;APODERADO/A;7032204;0;22;ESCUELA GABRIELA MISTRAL;15;151;15101;ARICA;2;1;2;15
2015;CAS-33544-Z8B4C8;2;1;20150319;3;1;20150624;13;2;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;FALTA O AUSENCIA DEL PERSONAL DEL ESTABLECIMIENTO;14735696;0;2;APODERADO/A;23563183;0;26045;ESCUELA  SAN PEDRO VALLE GRANDE;13;133;13302;LAMPA;3;3;1;13
2015;CAS-33550-Z4Y5N7;1;1;20150319;3;1;20150414;15;1;CONVIVENCIA;SITUACIONES DE CONNOTACIÓN SEXUAL;SITUACIONES DE CONNOTACIÓN SEXUAL ENTRE PÁRVULOS Y/O ESTUDIANTES;11056813;0;2;APODERADO/A;21461402;0;12630;COLEGIO LEONARDO DA VINCI;15;151;15101;ARICA;3;3;2;15
2015;CAS-33553-H5S2Y5;1;1;20150319;3;1;20150710;13;3;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);22304015;0;2; ;5434931;0;9511;ESCUELA PARTICULAR GRAN AVENIDA;13;131;13130;SAN MIGUEL;3;3;2;13
2015;CAS-33556-X0Z6B7;2;1;20150319;3;1;20150401;7;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;19292858;1;2;APODERADO/A;19292858;0;3313;LICEO JUAN DE DIOS PUGA;7;74;7408;YERBAS BUENAS;2;1;1;7
2015;CAS-33559-T9L5R3;2;1;20150319;3;1;20150527;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;6152885;0;1;ESTUDIANTE;5447482;0;26053;COLEGIO ATENAS;13;131;13110;LA FLORIDA;3;3;2;13
2015;CAS-33561-L3V5M3;2;1;20150319;3;1;20150612;8;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;15219130;0;1;ESTUDIANTE;24505610;0;4404;LICEO MIGUEL ÁNGEL CERDA LEIVA;8;83;8305;MULCHÉN;2;1;5;8
2015;CAS-33562-G1F5Z3;2;1;20150319;3;1;20150319;13;1;CONVIVENCIA;MALTRATO A MIEMBROS ADULTOS DE LA COMUNIDAD EDUCATIVA;MALTRATO DE PADRE, MADRE Y/O APODERADO (A) HACIA PERSONAL DEL ESTABLECIMIENTO (DOCENTES, EDUCADORES, OTRO);495173;1;2;DIRECTOR(A);495173;0;26381;COLEGIO NUEVA ERA SIGLO XXI SEDE PUENTE ALTO;13;132;13201;PUENTE ALTO;3;3;1;13
2015;CAS-33563-L2Q7D4;2;1;20150319;3;1;20150319;13;1;CONVIVENCIA;MALTRATO A MIEMBROS ADULTOS DE LA COMUNIDAD EDUCATIVA;MALTRATO DE PADRE, MADRE Y/O APODERADO (A) HACIA PERSONAL DEL ESTABLECIMIENTO (DOCENTES, EDUCADORES, OTRO);4913498;1;2;DOCENTE;4913498;0;26381;COLEGIO NUEVA ERA SIGLO XXI SEDE PUENTE ALTO;13;132;13201;PUENTE ALTO;3;3;1;13
2015;CAS-33565-W6Z2M9;1;1;20150319;3;1;20150407;8;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;13356531;1;2;APODERADO/A;13356531;0;4727;COLEGIO HUACHIPATO;8;81;8110;TALCAHUANO;2;1;2;8
2015;CAS-33566-T1L9T3;1;1;20150319;3;1;20150825;5;3;INFRAESTRUCTURA;LOCAL O INFRAESTRUCTURA DEL ESTABLECIMIENTO EDUCACIONAL;CAMBIO DE UBICACIÓN O CIERRE DEL ESTABLECIMIENTO;4458989;0;2;PADRE/MADRE/TUTOR;6231501;0;1559;ESCUELA BASICA FEDERICO ALBERT;5;51;5101;VALPARAÍSO;1;1;2;5
2015;CAS-33567-F8T2J7;2;1;20150319;3;1;20150408;5;1;MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA;ÚTILES, UNIFORME Y TEXTOS ESCOLARES;ESTABLECIMIENTO EDUCACIONAL NO ENTREGA LOS TEXTOS OTORGADOS POR EL MINEDUC;1313357;1;2;APODERADO/A;1313357;0; ;OTRO;5;56;5604;EL QUISCO;99;9;1;5
2015;CAS-33568-Y2R4W9;1;1;20150319;3;1;20150427;10;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;14027119;0;1;APODERADO/A;14027119;0;7717;INSTITUTO ALEMAN DE PUERTO MONTT;10;101;10101;PUERTO MONTT;4;4;5;10
2015;CAS-33569-G6Q9Z9;2;1;20150319;3;1;20150527;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);24023278;0;1;ESTUDIANTE;24347071;0;10246;COLEGIO POLIV. SANTA MARIA;13;131;13125;QUILICURA;3;3;2;13
2015;CAS-33571-Y0P3Y1;2;1;20150319;3;1;20150420;15;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;18058484;1;1;PADRE/MADRE/TUTOR;18058484;0;40384;ESCUELA ESPECIAL DE LENGUAJE MATEITO´S;15;151;15101;ARICA;3;3;1;15
2015;CAS-33572-R7J0S0;1;1;20150319;3;1;20150605;6;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;SUSPENSIÓN DE CLASES A PÁRVULO Y/O ESTUDIANTE;18216559;0;2;APODERADO/A;8531797;0;15745;COLEGIO VALLE DE COLCHAGUA;6;63;6301;SAN FERNANDO;3;3;2;6
2015;CAS-33574-W4Q4N6;2;1;20150319;3;1;20150520;13;2;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE;4710007;0;2;APODERADO/A;17467118;0;24978;COLEGIO PART.POLITECNICO EYZAGUIRRE;13;132;13201;PUENTE ALTO;3;3;7;13
2015;CAS-33577-X6W6H1;2;1;20150319;3;1;20150324;0;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);11812967;0;2;APODERADO/A;9046360;0;26503;COLEGIO SAINT LOUIS SCHOOL;13;133;13303;TILTIL;3;3;2;13
2015;CAS-33579-C6P0Q9;1;1;20150319;3;1;20150820;13;3;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO PERMITIR LA PARTICIPACIÓN DEL PÁRVULO Y/O ESTUDIANTE EN ACTIVIDADES CURRICULARES (EJ. CLASES, SALIDAS EDUCATIVAS, GIRAS DE ESTUDIO, OTROS);13978374;0;2;APODERADO/A;10045179;0;8498;LICEO DARIO SALAS;13;131;13101;SANTIAGO;2;1;5;13
2015;CAS-33581-R8X7R7;2;1;20150319;3;1;20150925;5;2;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;FALTA O AUSENCIA DEL PERSONAL DEL ESTABLECIMIENTO;8755048;1;2;PADRE/MADRE/TUTOR;8755048;0;1416;COLEGIO MARIA ALONSO CHACON;5;55;5504;LA CRUZ;2;1;2;5
2015;CAS-33582-W1J0X5;2;1;20150319;3;1;20150820;13;3;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;10611971;1;2;PADRE/MADRE/TUTOR;10611971;0;9328;COLEGIO POLIV. SAN SEBASTIAN DE LA FLORIDA;13;131;13110;LA FLORIDA;3;3;1;13
2015;CAS-33584-D3Y6P1;2;1;20150319;3;1;20150330;9;1;MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA;ÚTILES, UNIFORME Y TEXTOS ESCOLARES;EXIGENCIA DE UNIFORME DE UNA DETERMINADA MARCA Y/O PROVEEDOR;23627919;1;2;APODERADO/A;23627919;0;5678;ESCUELA PARTICULAR NTRA.SRA.DEL CARMEN;9;91;9112;PADRE LAS CASAS;3;3;2;9
2015;CAS-33587-N8N1S2;1;1;20150319;3;1;20150323;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;7353841;0;2;APODERADO/A;14423522;0;25347;COLEGIO SEBASTIAN EL CANO SAN BERNARDO;13;134;13401;SAN BERNARDO;3;3;5;13
2015;CAS-33588-G0Y0P8;2;1;20150319;3;1;20150710;13;3;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;7375490;0;2;ESTUDIANTE;12352246;0;26108;ESC. BAS. Y ESP. SAN ANDRES DE PENAFLOR;13;136;13605;PEÑAFLOR;3;3;1;13
2015;CAS-33589-B0R1K1;2;1;20150319;3;1;20150617;8;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR NECESIDADES EDUCATIVAS ESPECIALES PERMANENTES Y/O TRANSITORIAS (TDA, DISCAPACIDAD FÍSICA Y/O INTELECTUAL, U OTRAS);528461;0;1;APODERADO/A;22564266;0;4990;ESCUELA AMBROSIO O´HIGGINS;8;81;8102;CORONEL;2;1;2;8
2015;CAS-33590-T5H5F3;2;1;20150319;3;1;20150729;12;1;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;20359709;1;1;DOCENTE;20359709;0;24327;LICEO EXPERIMENTAL UMAG;12;121;12101;PUNTA ARENAS;3;3;5;12
2015;CAS-33592-X1P8C6;2;1;20150319;3;1;20150323;5;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);11878794;0;2;ESTUDIANTE;19227228;0;1468;ESCUELA BASICA BRASILIA;5;58;5802;LIMACHE;2;1;2;5
2015;CAS-33597-V1V1L5;2;1;20150320;3;1;20150619;8;1;CONVIVENCIA;SITUACIONES DE CONNOTACIÓN SEXUAL;SITUACIONES DE CONNOTACIÓN SEXUAL DE ADULTO A PÁRVULOS Y/O ESTUDIANTES;16554831;0;2;ESTUDIANTE;7641375;0;4656;ESCUELA PARTICULAR INSTITUTO  SAN PEDRO;8;81;8108;SAN PEDRO DE LA PAZ;3;3;5;8
2015;CAS-33600-C3Y4L9;2;1;20150320;3;1;20150320;13;1;SEGURIDAD E HIGIENE;PROCEDIMIENTOS O MEDIDAS DE HIGIENE, SALUD Y SALUBRIDAD;IRREGULARIDADES EN EL PROCEDIMIENTO DE HIGIENE Y DESINFECCIÓN DEL ESTABLECIMIENTO (SANITACIÓN, DESINFECCIÓN, MANIPULACIÓN DE RESIDUOS, CONTROL DE VECTORES Y PLAGAS, VENTILACIÓN, OTRAS);461454;0;2;APODERADO/A;17898317;0;9655;ESCUELA PARTICULAR CLAUDIO MATTE;13;131;13111;LA GRANJA;3;3;2;13
