AGNO;DEN_ID;DEN_CANAL;DEN_ESTADO;DEN_FEC_CREACION;DEN_MES_CREACION;DEN_TRIMESTRE_CREACION;DEN_FEC_TERMINO_DENUNCIA;DEN_OFICINA;DEN_DEPARTAMENTO;DEN_AMBITO;DEN_TEMA;DEN_SUBTEMA;FIS_ID;FIS_ID_SEGUIMIENTO;PA_ID;DEN_MRUN;DEN_AFECTADO;DEN_SEXO;DEN_TIPO;AFEC_MRUN;AFEC_SEXO;AFEC_TIPO;RBD;RSIE;EE_NOMBRE;EE_COD_REGION;EE_COD_PROVINCIA;EE_COD_COMUNA;EE_NOM_COMUNA;EE_COD_DEPE;EE_DEPE_AGRUP;AFEC_COD_ENSE2;DEN_REGION;DEN_CIBERBULLYING
2021;CAS-130497-S5J9P4;2;1;20210317;3;1;20210803;13;3;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA;211300758; ;211300758;1882169;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);20265422;1;ESTUDIANTE;25369;106560;COLEGIO PARTICULAR ALICANTE;13;131;13119;MAIPÚ;3;3;2;13; 
2021;CAS-130501-X5N8K3;2;1;20210317;3;1;20210505;7;3;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;210700109; ;210700109;16278751;1;1;DOCENTE;16278751;1;DOCENTE; ; ;OTRO;7;74;7403;LONGAVÍ;99;9;0;7; 
2021;CAS-130504-R3Y4K2;2;1;20210317;3;1;20210325;13;1;GESTIÓN TÉCNICO-PEDAGÓGICA;REGLAMENTO DE EVALUACIÓN, CALIFICACIÓN Y PROMOCIÓN;IRREGULARIDADES EN EL PROCEDIMIENTO DE PROMOCIÓN DE LOS ESTUDIANTES Y/O TRANSICIÓN EDUCATIVA DE LOS PÁRVULOS; ; ; ;14621642;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);18786646;1;ESTUDIANTE;8603; ;CENTRO EDUCATIVO SALESIANOS ALAMEDA;13;131;13101;SANTIAGO;3;3;7;13; 
2021;CAS-130506-K8H5K0;2;1;20210317;3;1;20210803;13;3;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA;211300758; ;211300758;9784739;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);748200;1;ESTUDIANTE;25369;106560;COLEGIO PARTICULAR ALICANTE;13;131;13119;MAIPÚ;3;3;2;13; 
2021;CAS-130507-G5L9S0;2;1;20210317;3;1;20210406;6;1;MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA;MOBILIARIO, EQUIPAMIENTO, ELEMENTOS DE ENSEÑANZA Y MATERIAL DIDÁCTICO;ELEMENTOS DE ENSEÑANZA Y/O MATERIAL DIDÁCTICO INSUFICIENTES, INSEGUROS Y/O INSALUBRES (LIBROS, CUBOS, ESPEJOS, TIJERAS, OTROS); ; ; ;1980318;1;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);1980318;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);2278;100942;LICEO SAN JOSE DE REQUINOA;6;61;6116;REQUÍNOA;3;3;0;6; 
2021;CAS-130508-D4S2T6;2;1;20210317;3;1;20210426;13;2;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES POR PARTE DEL ESTABLECIMIENTO EN LA APLICACIÓN DEL PRINCIPIO DE FLEXIBILIDAD (VOLUNTARIEDAD) EN LA ASISTENCIA PRESENCIAL DE PÁRVULOS Y/O ESTUDIANTES AL ESTABLECIMIENTO;211300750; ; ;11928605;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);5970107;2;ESTUDIANTE;10621;103667;ESCUELA JOSÉ ABELARDO NÚÑEZ N°2;13;134;13401;SAN BERNARDO;3;3;2;13; 
2021;CAS-130509-F3D9M2;2;1;20210317;3;1;20210318;13;1;GESTIÓN TÉCNICO-PEDAGÓGICA;JORNADA EDUCATIVA (HORAS DE CLASES O ACTIVIDADES Y HORAS NO LECTIVAS);INCUMPLIMIENTO DE HORAS DE CLASES O ACTIVIDADES; ; ; ;11928605;1;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);11928605;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);10621;103667;ESCUELA JOSÉ ABELARDO NÚÑEZ N°2;13;134;13401;SAN BERNARDO;3;3;2;13; 
2021;CAS-130510-G7F2T7;2;1;20210317;3;1;20210319;5;1;GESTIÓN TÉCNICO-PEDAGÓGICA;REGLAMENTO DE EVALUACIÓN, CALIFICACIÓN Y PROMOCIÓN;IRREGULARIDADES EN EL PROCEDIMIENTO DE EVALUACIÓN Y CALIFICACIÓN DE LOS PÁRVULOS Y/O ESTUDIANTES; ; ; ;8406923;1;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);8406923;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);1635;100654;COLEGIO AGUSTIN EDWARDS;5;51;5101;VALPARAÍSO;3;3;2;5; 
2021;CAS-130513-Z7T1S2;2;1;20210317;3;1;20210803;13;3;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA;211300758; ;211300758;9102013;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);12340109;2;ESTUDIANTE;25369;106560;COLEGIO PARTICULAR ALICANTE;13;131;13119;MAIPÚ;3;3;2;13; 
2021;CAS-130515-B1B6K4;2;1;20210317;3;1;20210322;13;1;GESTIÓN TÉCNICO-PEDAGÓGICA;REGLAMENTO DE EVALUACIÓN, CALIFICACIÓN Y PROMOCIÓN;IRREGULARIDADES EN EL PROCEDIMIENTO DE EVALUACIÓN Y CALIFICACIÓN DE LOS PÁRVULOS Y/O ESTUDIANTES; ; ; ;5742876;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);4311836;1;ESTUDIANTE;8680;102866;COLEGIO ADVENTISTA PORVENIR;13;131;13101;SANTIAGO;3;3;5;13; 
2021;CAS-130516-H9N4D2;2;1;20210317;3;1;20210416;13;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR APARIENCIA PERSONAL Y/O FÍSICA; ; ; ;21696843;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);26871085;1;ESTUDIANTE;25376;106564;ESCUELA ESPECIAL NUEVA CORDILLERA N_ 1762;13;131;13114;LAS CONDES;3;3;4;13; 
2021;CAS-130517-H4T8K7;2;1;20210317;3;1;20210803;13;3;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA;211300758; ;211300758;20532588;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);12652633;1;ESTUDIANTE;25369;106560;COLEGIO PARTICULAR ALICANTE;13;131;13119;MAIPÚ;3;3;2;13; 
2021;CAS-130518-X9Y3Y1;2;1;20210318;3;1;20210803;13;3;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA;211300758; ;211300758;16213718;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);24815328;2;ESTUDIANTE;25369;106560;COLEGIO PARTICULAR ALICANTE;13;131;13119;MAIPÚ;3;3;2;13; 
2021;CAS-130519-P5M6B4;2;1;20210318;3;1;20210416;13;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA; ; ; ;21053023;1;1;ESTUDIANTE;21053023;1;ESTUDIANTE;24756;106292;COLEGIO NAZARET DE LA FLORIDA;13;131;13110;LA FLORIDA;3;3;5;13; 
2021;CAS-130521-Y4M9V7;2;1;20210318;3;1;20210409;13;1;GESTIÓN TÉCNICO-PEDAGÓGICA;CLASES DE RELIGIÓN;IRREGULARIDADES EN LA APLICACIÓN DE LA ENCUESTA PARA ELEGIR LA OPCIÓN DE CLASES DE RELIGIÓN; ; ; ;21053023;1;1;ESTUDIANTE;21053023;1;ESTUDIANTE;24756;106292;COLEGIO NAZARET DE LA FLORIDA;13;131;13110;LA FLORIDA;3;3;5;13; 
2021;CAS-130522-L4Z4K4;2;1;20210318;3;1;20210318;13;1;GESTIÓN TÉCNICO-PEDAGÓGICA;CLASES DE RELIGIÓN;OBLIGACIÓN DE ASISTIR A CLASES DE RELIGIÓN NO AUTORIZADA POR EL APODERADO; ; ; ;21053023;1;1;ESTUDIANTE;21053023;1;ESTUDIANTE;24756;106292;COLEGIO NAZARET DE LA FLORIDA;13;131;13110;LA FLORIDA;3;3;5;13; 
2021;CAS-130523-D5F1K1;2;1;20210318;3;1;20210803;13;3;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA;211300758; ;211300758;748074;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);5862565;1;ESTUDIANTE;25369;106560;COLEGIO PARTICULAR ALICANTE;13;131;13119;MAIPÚ;3;3;2;13; 
2021;CAS-130524-L1R3V3;2;1;20210318;3;1;20210420;13;1;GESTIÓN TÉCNICO-PEDAGÓGICA;JORNADA EDUCATIVA (HORAS DE CLASES O ACTIVIDADES Y HORAS NO LECTIVAS);INCUMPLIMIENTO DE HORAS DE CLASES O ACTIVIDADES; ; ; ;18447551;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);10324064;2;ESTUDIANTE;25749;106776;COLEGIO PART. ALICANTE DEL ROSAL;13;131;13119;MAIPÚ;3;3;2;13; 
2021;CAS-130525-J7G6M6;2;1;20210318;3;1;20210323;5;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA; ; ; ;23617528;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);15017636;1;ESTUDIANTE;2099;100855;COLEGIO STO. DOMINGO HELEN LEE LASSEN;5;56;5606;SANTO DOMINGO;3;3;2;5; 
2021;CAS-130526-F3T1R0;2;1;20210318;3;1;20210617;5;2;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA APLICACIÓN DE LOS PROTOCOLOS DURANTE LA EMERGENCIA SANITARIA (PROTOCOLO DE LIMPIEZA Y DESINFECCIÓN, DE MEDIDAS SANITARIAS Y DE ACTUACIÓN FRENTE CASOS DE SOSPECHA O CONFIRMACIÓN DE CONTAGIO DE COVID-19);210500442; ; ;2048842;1;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);2048842;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);14510;104561;COLEGIO NACIONAL;5;58;5802;LIMACHE;3;3;0;5; 
2021;CAS-130527-T1K9T9;2;1;20210318;3;1;20210803;13;3;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA;211300758; ;211300758;17250527;1;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);17250527;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);25369;106560;COLEGIO PARTICULAR ALICANTE;13;131;13119;MAIPÚ;3;3;2;13; 
2021;CAS-130528-C4Y2C3;2;1;20210318;3;1;20210407;9;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA APLICACIÓN DE LOS PROTOCOLOS DURANTE LA EMERGENCIA SANITARIA (PROTOCOLO DE LIMPIEZA Y DESINFECCIÓN, DE MEDIDAS SANITARIAS Y DE ACTUACIÓN FRENTE CASOS DE SOSPECHA O CONFIRMACIÓN DE CONTAGIO DE COVID-19); ; ; ;454193;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);20723161;1;ESTUDIANTE;6586;102361;LICEO JAMES MUNDELL;9;91;9121;CHOLCHOL;2;1;2;9; 
2021;CAS-130529-Y1T9G4;2;1;20210318;3;1;20210803;13;3;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA;211300758; ;211300758;7971941;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);3605880;1;ESTUDIANTE;25369;106560;COLEGIO PARTICULAR ALICANTE;13;131;13119;MAIPÚ;3;3;2;13; 
2021;CAS-130532-Y3T7B8;2;1;20210318;3;1;20210803;13;3;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA;211300758; ;211300758;20031151;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);20851790;2;ESTUDIANTE;25369;106560;COLEGIO PARTICULAR ALICANTE;13;131;13119;MAIPÚ;3;3;2;13; 
2021;CAS-130534-H0X7B8;2;1;20210318;3;1;20210803;13;3;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA;211300758; ;211300758;15561901;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);11909928;2;ESTUDIANTE;25369;106560;COLEGIO PARTICULAR ALICANTE;13;131;13119;MAIPÚ;3;3;2;13; 
2021;CAS-130536-G7C3Z6;2;1;20210318;3;1;20210803;13;3;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA;211300758; ;211300758;5678269;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);475700;1;ESTUDIANTE;25369;106560;COLEGIO PARTICULAR ALICANTE;13;131;13119;MAIPÚ;3;3;2;13; 
2021;CAS-130537-C3W5Q4;2;1;20210318;3;1;20210803;13;3;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA;211300758; ;211300758;828292;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);13414779;1;ESTUDIANTE;25369;106560;COLEGIO PARTICULAR ALICANTE;13;131;13119;MAIPÚ;3;3;2;13; 
2021;CAS-130538-J3Q7Y7;2;1;20210318;3;1;20210803;13;3;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA;211300758; ;211300758;10688615;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);3605880;1;ESTUDIANTE;25369;106560;COLEGIO PARTICULAR ALICANTE;13;131;13119;MAIPÚ;3;3;2;13; 
2021;CAS-130539-W4Z4V5;1;1;20210318;3;1;20210401;4;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;25846238;0;0;DIRECTOR(A)/ENCARGADO(A) REGIONAL SIE;24247340;1;ESTUDIANTE;656; ;LICEO PEDRO REGALADO S. VIDELA O.;4;41;4103;ANDACOLLO;6;2;5;4;0
2021;CAS-130542-X9S7X1;2;1;20210318;3;1;20210426;13;2;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA;211300754; ; ;389283;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);4137340;1;ESTUDIANTE;8756; ;COLEGIO EXCELSIOR;13;131;13101;SANTIAGO;3;3;2;13; 
2021;CAS-130543-W5Y7K1;2;1;20210318;3;1;20210330;13;1;CONVIVENCIA;RETENCIÓN DE DOCUMENTOS;RETENCIÓN DE DOCUMENTOS POR OTRAS CAUSALES; ; ; ;1587222;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);5571168;1;ESTUDIANTE;25359; ;COLEGIO METODISTA DE SANTIAGO;13;131;13101;SANTIAGO;3;3;2;13; 
2021;CAS-130546-D2B3Z7;2;1;20210318;3;1;20210419;13;1;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO REALIZA PROCESO DE ADMISIÓN DISCRIMINATORIO A ESTUDIANTE O PÁRVULO; ; ; ;9664035;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);26366520;1;ESTUDIANTE;25232;106489;ESC. ESP. PART SERAFIN DE MACUL;13;131;13118;MACUL;3;3;4;13; 
2021;CAS-130549-D3M1Z7;2;1;20210318;3;1;20210330;13;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR IDENTIDAD DE GÉNERO; ; ; ;13818441;1;1;ESTUDIANTE;13818441;2;ESTUDIANTE;10507; ;LICEO BICENTENARIO TÉCNICO LAS NIEVES;13;132;13201;PUENTE ALTO;3;3;7;13; 
2021;CAS-130553-B0K5P7;2;1;20210318;3;1;20210803;13;3;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA;211300758; ;211300758;20875795;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);5226773;1;ESTUDIANTE;25369;106560;COLEGIO PARTICULAR ALICANTE;13;131;13119;MAIPÚ;3;3;5;13; 
2021;CAS-130554-H9R2C3;2;1;20210318;3;1;20210407;13;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA; ; ; ;20848729;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);10538604;2;ESTUDIANTE;25999;106908;COLEGIO ALICANTE DEL SOL;13;132;13201;PUENTE ALTO;3;3;2;13; 
2021;CAS-130555-S7V8B1;1;1;20210318;3;1;20210319;11;1;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO; ; ; ;25846131;1;0;DIRECTOR(A)/ENCARGADO(A) REGIONAL SIE;25846131;0;DIRECTOR(A)/ENCARGADO(A) REGIONAL SIE; ; ;OTRO;11;111;11101;COYHAIQUE;99;9;0;11; 
2021;CAS-130563-W1L5X6;2;1;20210318;3;1;20210803;13;3;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA;211300758; ;211300758;5289131;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);7259005;2;ESTUDIANTE;25369;106560;COLEGIO PARTICULAR ALICANTE;13;131;13119;MAIPÚ;3;3;5;13; 
2021;CAS-130565-H1P4N1;2;1;20210318;3;1;20210401;13;1;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO REALIZA PROCESO DE ADMISIÓN DISCRIMINATORIO A ESTUDIANTE O PÁRVULO; ; ; ;23308897;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);25673014;1;ESTUDIANTE;26130;106984;ESC. BAS. Y ESP. CHRIST SCHOOL DE PUDAHUEL;13;131;13124;PUDAHUEL;3;3;4;13; 
2021;CAS-130566-F5G6Z3;2;1;20210318;3;1;20210924;13;3;INFRAESTRUCTURA;LOCAL O INFRAESTRUCTURA DEL ESTABLECIMIENTO EDUCACIONAL;FALTA O DEFICIENCIAS EN LA INFRAESTRUCTURA DEL ESTABLECIMIENTO;211301591; ;211301591;14757035;1;2;DOCENTE;14757035;2;DOCENTE; ;111646;MUNDO FELIZ;13;134;13401;SAN BERNARDO;7;6;1;13; 
2021;CAS-130567-Y7K4T6;2;1;20210318;3;1;20210412;9;1;GESTIÓN TÉCNICO-PEDAGÓGICA;JORNADA EDUCATIVA (HORAS DE CLASES O ACTIVIDADES Y HORAS NO LECTIVAS);INCUMPLIMIENTO DE HORAS DE CLASES O ACTIVIDADES; ; ; ;9934109;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);24008773;2;ESTUDIANTE;5666; ;LICEO CAMILO HENRIQUEZ DE TEMUCO;9;91;9101;TEMUCO;3;3;5;9; 
2021;CAS-130568-C0Q1W5;2;1;20210318;3;1;20210809;13;2;INFRAESTRUCTURA;LOCAL O INFRAESTRUCTURA DEL ESTABLECIMIENTO EDUCACIONAL;FALTA O DEFICIENCIAS EN LA INFRAESTRUCTURA DEL ESTABLECIMIENTO;211301592; ; ;14757035;1;2;EDUCADOR(A) DE PÁRVULOS;14757035;2;EDUCADOR(A) DE PÁRVULOS; ;111645;PRINCIPITO;13;134;13401;SAN BERNARDO;7;6;1;13; 
