AGNO;DEN_ID;DEN_CANAL;DEN_ESTADO;DEN_FEC_CREACION;DEN_MES_CREACION;DEN_TRIMESTRE_CREACION;DEN_FEC_TERMINO_DENUNCIA;DEN_OFICINA;DEN_DEPARTAMENTO;DEN_AMBITO;DEN_TEMA;DEN_SUBTEMA;FIS_ID;FIS_ID_SEGUIMIENTO;PA_ID;DEN_MRUN;DEN_AFECTADO;DEN_SEXO;DEN_TIPO;AFEC_MRUN;AFEC_SEXO;AFEC_TIPO;RBD;RSIE;EE_NOMBRE;EE_COD_REGION;EE_COD_PROVINCIA;EE_COD_COMUNA;EE_NOM_COMUNA;EE_COD_DEPE;EE_DEPE_AGRUP;AFEC_COD_ENSE2;DEN_REGION;DEN_CIBERBULLYING
2021;CAS-03195-J7M5Z8;1;1;20211206;12;4;20211223;10;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR OTROS MOTIVOS; ; ; ;5963384;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);7382075;2;ESTUDIANTE;22609;106121;COLEGIO CHILENO NORTEAMERICANO;10;101;10101;PUERTO MONTT;3;3;5;10; 
2021;CAS-03197-K6K4Z1;2;1;20211206;12;4;20211221;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE; ; ; ;12783103;0;1;ESTUDIANTE;14163610;1;ESTUDIANTE;20507;105913;ESCUELA BASICA N° 2485 COLEGIO CREE CERRO NAVIA;13;131;13103;CERRO NAVIA;3;3;2;13; 
2021;CAS-03199-V2N1Q4;2;1;20211206;12;4;20211214;13;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR APARIENCIA PERSONAL Y/O FÍSICA; ; ; ;20084664;1;1;ESTUDIANTE;20084664;2;ESTUDIANTE;25969; ;COLEGIO TERCER MILENIO;13;131;13125;QUILICURA;3;3;5;13; 
2021;CAS-03201-H1D2K0;2;1;20211206;12;4;20211230;5;1;CONVIVENCIA;MALTRATO A MIEMBROS ADULTOS DE LA COMUNIDAD EDUCATIVA;MALTRATO DE PERSONAL DEL ESTABLECIMIENTO A PADRE, MADRE Y/O APODERADO; ; ; ;24669229;1;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);24669229;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);14878;104754;ESCUELA DE PARVULOS EBENEZERITO;5;51;5109;VIÑA DEL MAR;3;3;8;5; 
2021;CAS-03203-T1P4R1;2;1;20211206;12;4;20211221;5;1;CONVIVENCIA;MALTRATO A MIEMBROS ADULTOS DE LA COMUNIDAD EDUCATIVA;MALTRATO DE PERSONAL DEL ESTABLECIMIENTO A PADRE, MADRE Y/O APODERADO; ; ; ;11422131;1;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);11422131;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);1522;100592;COLEGIO PEDRO MONTT;5;51;5101;VALPARAÍSO;6;2;2;5; 
2021;CAS-03205-N9D6H8;1;1;20211206;12;4;20220214;16;3;GESTIÓN TÉCNICO-ADMINISTRATIVA;REGISTRO DE ASISTENCIA DE PÁRVULOS Y/O ESTUDIANTES;IRREGULARIDADES EN EL REGISTRO DE ASISTENCIA DE PÁRVULOS Y/O ESTUDIANTES;211600499;221600019;221600019; ;1;0;AUTORIDAD PÚBLICA; ;0;AUTORIDAD PÚBLICA;18204;105591;JARDIN INFANTIL ZAPATITO JUGUETON;16;161;16101;CHILLÁN;3;3;0;16; 
2021;CAS-03206-Y0F7P9;1;1;20211206;12;4;20220118;16;1;GESTIÓN TÉCNICO-ADMINISTRATIVA;REGISTRO DE ASISTENCIA DE PÁRVULOS Y/O ESTUDIANTES;IRREGULARIDADES EN EL REGISTRO DE ASISTENCIA DE PÁRVULOS Y/O ESTUDIANTES; ; ; ; ;1;0;AUTORIDAD PÚBLICA; ;0;AUTORIDAD PÚBLICA;3716;101515;ESCUELA BASICA PARTICULAR EL LIBERTADOR;16;161;16101;CHILLÁN;3;3;0;16; 
2021;CAS-03208-N6L6V2;2;1;20211206;12;4;20211207;8;1;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;INCUMPLIMIENTO DE LOS REQUISITOS DE IDONEIDAD PROFESIONAL Y/O TÉCNICA DEL PERSONAL DEL ESTABLECIMIENTO; ; ; ;18747658;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);17900269;1;ESTUDIANTE;4636;101804;COLEGIO MARCELA PAZ;8;81;8101;CONCEPCIÓN;3;3;5;8; 
2021;CAS-03210-X0K7F7;2;1;20211207;12;4;20211215;5;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;22780089;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);17637880;2;ESTUDIANTE;1304;100470;ESCUELA PASO HISTORICO EL TARTARO;5;57;5705;PUTAENDO;2;1;2;5; 
2021;CAS-03211-W6N9T6;2;1;20211207;12;4;20221021;6;3;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;SITUACIONES DE CONFLICTO ENTRE PÁRVULOS QUE AFECTAN LA CONVIVENCIA ESCOLAR (GOLPES, MORDEDURAS, EMPUJONES, RASGUÑOS, TIRONES DE PELO);220600011;220600078;220600078;20608542;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);5944713;1;ESTUDIANTE;11277; ;ESCUELA GABRIELA MISTRAL;6;61;6110;MOSTAZAL;2;1;2;6; 
2021;CAS-03212-C1R5T0;4;1;20211207;12;4;20211210;12;1;CONVIVENCIA;DERECHOS Y GARANTÍAS CONSTITUCIONALES;VULNERACIÓN DE LAS GARANTÍAS CONSTITUCIONALES DE LIBERTAD DE ENSEÑANZA, LIBERTAD DE EXPRESIÓN Y DE CONCIENCIA; ; ; ; ;1;0;DIRECTOR(A); ;0;DIRECTOR(A);24305;106199;COLEGIO PIERRE FAURE;12;121;12101;PUNTA ARENAS;3;3;0;12; 
2021;CAS-03214-D0Z4R3;2;1;20211207;12;4;20220215;16;1;GESTIÓN TÉCNICO-PEDAGÓGICA;JORNADA EDUCATIVA (HORAS DE CLASES O ACTIVIDADES Y HORAS NO LECTIVAS);INCUMPLIMIENTO DE HORAS DE CLASES O ACTIVIDADES; ; ; ;18694645;1;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);18694645;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);31084;107331;COLEGIO ANTAMARO;16;161;16101;CHILLÁN;3;3;2;16; 
2021;CAS-03216-Z9H1J9;4;1;20211207;12;4;20220427;8;2;GESTIÓN DE RECURSOS FINANCIEROS;USO DE LA SUBVENCIÓN O APORTES DEL ESTADO;IRREGULARIDADES EN EL USO DE OTROS TIPOS DE SUBVENCIÓN O APORTES DEL ESTADO (SUBVENCIÓN GENERAL, APORTES DEL ESTADO A ESTABLECIMIENTOS DE EDUCACIÓN PARVULARIA U OTROS);220800174;220800292; ;26247924;1;0;AUTORIDAD PÚBLICA;26247924;0;AUTORIDAD PÚBLICA;18208;105595;ESCUELA ESPECIAL DE LENGUAJE ALTO DEL LAJA;8;83;8304;LAJA;3;3;0;8; 
2021;CAS-03218-S6G7K0;4;1;20211207;12;4;20220427;8;2;GESTIÓN DE RECURSOS FINANCIEROS;USO DE LA SUBVENCIÓN O APORTES DEL ESTADO;IRREGULARIDADES EN EL USO DE OTROS TIPOS DE SUBVENCIÓN O APORTES DEL ESTADO (SUBVENCIÓN GENERAL, APORTES DEL ESTADO A ESTABLECIMIENTOS DE EDUCACIÓN PARVULARIA U OTROS);220800175;220800293; ;26247924;1;0;AUTORIDAD PÚBLICA;26247924;0;SIN INFORMACIÓN;16781;105181;ESCUELA ESPECIAL DE LENGUAJE ALTO LOS ÁNGELES;8;83;8301;LOS ANGELES;3;3;0;8; 
2021;CAS-03219-Z2B9R4;2;1;20211207;12;4;20220110;8;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;6189328;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);13570614;2;ESTUDIANTE;17687;105340;COLEGIO TERESIANO LOS ANGELES;8;83;8301;LOS ANGELES;3;3;2;8;0
2021;CAS-03220-P3F2G9;1;1;20211207;12;4;20220302;9;3;GESTIÓN DE RECURSOS FINANCIEROS;USO DE LA SUBVENCIÓN O APORTES DEL ESTADO;IRREGULARIDADES EN EL USO DE OTROS TIPOS DE SUBVENCIÓN O APORTES DEL ESTADO (SUBVENCIÓN GENERAL, APORTES DEL ESTADO A ESTABLECIMIENTOS DE EDUCACIÓN PARVULARIA U OTROS);210902305; ;210902305; ;1;0;AUTORIDAD PÚBLICA; ;0;AUTORIDAD PÚBLICA;20378; ;ESCUELA BASICA RENACER;9;91;9116;SAAVEDRA;3;3;0;9; 
2021;CAS-03221-K3R7C9;2;1;20211207;12;4;20211207;13;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA APLICACIÓN DE LOS PROTOCOLOS DURANTE LA EMERGENCIA SANITARIA (PROTOCOLO DE LIMPIEZA Y DESINFECCIÓN, DE MEDIDAS SANITARIAS Y DE ACTUACIÓN FRENTE CASOS DE SOSPECHA O CONFIRMACIÓN DE CONTAGIO DE COVID-19); ; ; ;12230570;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);12793078;1;ESTUDIANTE;25936;106880;COLEGIO NUEVO HORIZONTE DE PUENTE ALTO;13;132;13201;PUENTE ALTO;3;3;5;13; 
2021;CAS-03222-B2K9F2;2;1;20211207;12;4;20211228;13;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA APLICACIÓN DE LOS PROTOCOLOS DURANTE LA EMERGENCIA SANITARIA (PROTOCOLO DE LIMPIEZA Y DESINFECCIÓN, DE MEDIDAS SANITARIAS Y DE ACTUACIÓN FRENTE CASOS DE SOSPECHA O CONFIRMACIÓN DE CONTAGIO DE COVID-19); ; ; ;12230570;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);20694586;2;ESTUDIANTE;25936;106880;COLEGIO NUEVO HORIZONTE DE PUENTE ALTO;13;132;13201;PUENTE ALTO;3;3;2;13; 
2021;CAS-03224-G1X7C3;2;1;20211207;12;4;20220110;8;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;CONDICIONALIDAD DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE; ; ; ;7321333;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);5237929;2;ESTUDIANTE;17687;105340;COLEGIO TERESIANO LOS ANGELES;8;83;8301;LOS ANGELES;3;3;2;8; 
2021;CAS-03226-M2C1C9;1;1;20211207;12;4;20220118;12;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;19539329;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);19836066;1;SIN INFORMACIÓN; ; ;OTRO; ; ;0; ;99;9;0;12; 
2021;CAS-03228-C8D4V8;1;1;20211207;12;4;20211227;5;1;GESTIÓN TÉCNICO-PEDAGÓGICA;REGLAMENTO DE EVALUACIÓN, CALIFICACIÓN Y PROMOCIÓN;IRREGULARIDADES EN EL PROCEDIMIENTO DE PROMOCIÓN DE LOS ESTUDIANTES Y/O TRANSICIÓN EDUCATIVA DE LOS PÁRVULOS; ; ; ;23620260;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);21535657;1;ESTUDIANTE;1911;100769;COLEGIO CREP;5;58;5801;QUILPUÉ;3;3;2;5; 
2021;CAS-03229-P7G1C0;1;1;20211207;12;4;20220204;9;2;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA APLICACIÓN DE LOS PROTOCOLOS DURANTE LA EMERGENCIA SANITARIA (PROTOCOLO DE LIMPIEZA Y DESINFECCIÓN, DE MEDIDAS SANITARIAS Y DE ACTUACIÓN FRENTE CASOS DE SOSPECHA O CONFIRMACIÓN DE CONTAGIO DE COVID-19);220900001; ; ; ;1;0;AUTORIDAD PÚBLICA; ;0;AUTORIDAD PÚBLICA;5394; ;LICEO JORGE ALESSANDRI RODRIGUEZ;9;92;9211;VICTORIA;2;1;0;9; 
2021;CAS-03237-F0P3G1;2;1;20211207;12;4;20211224;8;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;9007378;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);2634982;2;ESTUDIANTE;4310;101698;LICEO ANDRÉS ALCÁZAR DE TUCAPEL;8;83;8312;TUCAPEL;2;1;2;8;1
2021;CAS-03241-R8N7X3;4;1;20211207;12;4;20211216;10;1;GESTIÓN TÉCNICO-PEDAGÓGICA;REGLAMENTO DE EVALUACIÓN, CALIFICACIÓN Y PROMOCIÓN;IRREGULARIDADES EN EL PROCEDIMIENTO DE EVALUACIÓN Y CALIFICACIÓN DE LOS PÁRVULOS Y/O ESTUDIANTES; ; ; ; ;1;0;AUTORIDAD PÚBLICA; ;0;AUTORIDAD PÚBLICA;40316;107739;COLEGIO PUMANQUE;10;101;10101;PUERTO MONTT;3;3;0;10; 
2021;CAS-03242-D9L3H0;2;1;20211207;12;4;20220103;9;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;13361453;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);22664697;2;ESTUDIANTE;5654;102155;INSTITUTO CLARET;9;91;9101;TEMUCO;3;3;5;9; 
2021;CAS-03245-S5D6L8;1;1;20211207;12;4;20211221;2;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;MEDIDAS DISCIPLINARIAS DIRIGIDAS A PADRES, MADRES Y/O APODERADOS (CAMBIO DE APODERADO(A), PROHIBICIÓN DE INGRESO A REUNIONES, ACTIVIDADES U OTRAS INSTANCIAS); ; ; ;24678036;1;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);24678036;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);12868;104220;COLEGIO EBEN EZER;2;21;2101;ANTOFAGASTA;3;3;0;2; 
2021;CAS-03246-Z9J0M8;1;1;20211207;12;4;20220113;10;1;CONVIVENCIA;SITUACIONES DE CONNOTACIÓN SEXUAL;SITUACIONES DE CONNOTACIÓN SEXUAL ENTRE PÁRVULOS Y/O ESTUDIANTES; ; ; ;27127729;0;0;OTRO TIPO DE CIUDADANO(A);17146458;2;ESTUDIANTE;8005;102686;ESCUELA AYTUE;10;102;10201;CASTRO;1;1;2;10; 
2021;CAS-03248-N4J6J3;2;1;20211207;12;4;20220714;5;3;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;220500043;220500062;220500062;22587718;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);3515359;1;ESTUDIANTE;1462;100564;ESCUELA BASICA LOS TILOS DE HUALCAPO;5;55;5503;HIJUELAS;2;1;2;5; 
2021;CAS-03251-J3B3T6;2;1;20211207;12;4;20211210;13;1;CONVIVENCIA;MALTRATO A MIEMBROS ADULTOS DE LA COMUNIDAD EDUCATIVA;MALTRATO ENTRE PERSONAL DEL ESTABLECIMIENTO (DOCENTES, EDUCADORES, OTRO); ; ; ;1080285;1;1;DOCENTE;1080285;1;DOCENTE;9903;103314;COLEGIO LOS CONQUISTADORES;13;131;13102;CERRILLOS;3;3;2;13; 
2021;CAS-03252-L3D4Y6;2;1;20211207;12;4;20220309;9;3;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR OTROS MOTIVOS;210902322; ;210902322;20152786;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);8613845;2;ESTUDIANTE;20167;105704;COLEGIO LIAHONA;9;91;9115;PUCÓN;3;3;5;9; 
2021;CAS-03263-B8F2Y6;2;1;20211207;12;4;20220105;2;1;SEGURIDAD E HIGIENE;ACCIDENTES DE PÁRVULOS Y/O ESTUDIANTES EN EL CONTEXTO EDUCATIVO;ACCIDENTES DE PÁRVULOS Y/O ESTUDIANTES OCURRIDOS AL INTERIOR DEL ESTABLECIMIENTO EDUCACIONAL CON OCASIÓN DE SUS ESTUDIOS COMO CONSECUENCIA DE FALTA DE SUPERVISIÓN, O ACOMPAÑAMIENTO DE PERSONAL RESPONSABLE; ; ; ;382623;1;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);382623;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);31340;107469;NETLAND SCHOOL;2;21;2101;ANTOFAGASTA;3;3;0;2; 
2021;CAS-03264-H0Q6R3;2;1;20211208;12;4;20211214;13;1;GESTIÓN TÉCNICO-PEDAGÓGICA;REGLAMENTO DE EVALUACIÓN, CALIFICACIÓN Y PROMOCIÓN;IRREGULARIDADES EN EL PROCEDIMIENTO DE EVALUACIÓN Y CALIFICACIÓN DE LOS PÁRVULOS Y/O ESTUDIANTES; ; ; ;5062395;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);17997427;2;ESTUDIANTE;25976;106899;ESC. BASICA Nº 136 SAN SEBASTIAN DE PAINE;13;134;13404;PAINE;3;3;2;13; 
2021;CAS-03265-Q1G0K4;2;1;20211208;12;4;20211209;13;1;GESTIÓN TÉCNICO-PEDAGÓGICA;REGLAMENTO DE EVALUACIÓN, CALIFICACIÓN Y PROMOCIÓN;IRREGULARIDADES EN EL PROCEDIMIENTO DE PROMOCIÓN DE LOS ESTUDIANTES Y/O TRANSICIÓN EDUCATIVA DE LOS PÁRVULOS; ; ; ;5062395;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);17997427;2;ESTUDIANTE;25976;106899;ESC. BASICA Nº 136 SAN SEBASTIAN DE PAINE;13;134;13404;PAINE;3;3;2;13; 
2021;CAS-03272-Y7W8L3;2;1;20211208;12;4;20220113;10;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;23296452;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);3296789;2;ESTUDIANTE;8005;102686;ESCUELA AYTUE;10;102;10201;CASTRO;1;1;2;10; 
2021;CAS-03275-Y1L0G5;2;1;20211208;12;4;20211215;13;1;GESTIÓN DE RECURSOS FINANCIEROS;COBROS EN ESTABLECIMIENTOS SUBVENCIONADOS O QUE RECIBEN APORTES DEL ESTADO;IRREGULARIDADES EN EL COBRO DE MATRÍCULA Y/O CUOTA DE INCORPORACIÓN; ; ; ;16586187;1;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);16586187;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);25520;106647;COL. PART. SAGRADO CORAZON DE JESUS DE LA RE;13;131;13113;LA REINA;3;3;7;13; 
2021;CAS-03277-R1X5N2;2;1;20211209;12;4;20211229;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO PERMITIR EL INGRESO O PERMANENCIA EN EL ESTABLECIMIENTO DE PÁRVULOS Y/O ESTUDIANTES; ; ; ;950539;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);2264329;1;ESTUDIANTE;25065;106403;COLEGIO PEDRO DE VALDIVIA -PEÑALOLEN;13;131;13122;PEÑALOLÉN;4;4;2;13; 
2021;CAS-03278-R0K0F8;1;1;20211209;12;4;20220623;13;3;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);221300454;221300641;221300641;5107170;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);9660005;2;ESTUDIANTE;8926; ;LICEO Nº7 DE PROVIDENCIA LUISA SAAVEDRA;13;131;13123;PROVIDENCIA;1;1;5;13;0
2021;CAS-03279-V8C7S2;1;1;20211209;12;4;20220623;13;3;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;221300454;221300641;221300641;5107170;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);9660005;2;ESTUDIANTE;8926; ;LICEO Nº7 DE PROVIDENCIA LUISA SAAVEDRA;13;131;13123;PROVIDENCIA;1;1;5;13; 
2021;CAS-03281-X7M5S7;2;1;20211209;12;4;20220714;6;3;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;220600071;220600114;220600114;20824865;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);16498492;1;ESTUDIANTE;15515;104812;COLEGIO PARTICULAR SUBV. CHILDREN SCHOOL;6;61;6106;GRANEROS;3;3;2;6; 
2021;CAS-03282-Q3N6T6;1;1;20211209;12;4;20220103;8;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN A ESTUDIANTES POR EMBARAZO, MATERNIDAD O PATERNIDAD; ; ; ;15923926;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);6302918;2;ESTUDIANTE;5024; ;LICEO BICENTENARIO ISIDORA RAMOS DE GAJARDO;8;82;8201;LEBU;2;1;6;8; 
2021;CAS-03284-R9B4Y6;2;1;20211209;12;4;20220304;10;3;CONVIVENCIA;SITUACIONES DE CONNOTACIÓN SEXUAL;SITUACIONES DE CONNOTACIÓN SEXUAL ENTRE PÁRVULOS Y/O ESTUDIANTES;221000042; ;221000042;3316324;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);6171868;2;ESTUDIANTE;7647;102604;ESCUELA LIBERTAD;10;101;10101;PUERTO MONTT;2;1;2;10; 
2021;CAS-03287-C5D3F2;2;1;20211209;12;4;20220706;13;3;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);221300623;221301000;221301000;4705006;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);1595832;1;ESTUDIANTE;25196; ;PIERRE TEILHARD DE CHARDIN;13;131;13110;LA FLORIDA;3;3;2;13;1
2021;CAS-03288-K3Q3P8;1;1;20211209;12;4;20220107;6;1;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO REALIZA PROCESO DE ADMISIÓN DISCRIMINATORIO A ESTUDIANTE O PÁRVULO; ; ; ;10704300;1;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);10704300;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);2112;100857;ESCUELA MUNICIPAL MOISES MUSSA;6;61;6101;RANCAGUA;1;1;0;6; 
2021;CAS-03292-F4C9S0;1;1;20211209;12;4;20211227;13;1;CONVIVENCIA;INSTANCIAS DE PARTICIPACIÓN DE LA COMUNIDAD EDUCATIVA (CCAA, CCPA, CONSEJOS ESCOLARES, CONSEJO DE PROFESORES, APODERADOS/AS);IRREGULARIDADES EN EL ACCESO A LA INFORMACIÓN Y/O PARTICIPACIÓN DE LOS PADRES Y/O APODERADOS EN EL PROCESO EDUCATIVO DE LOS PÁRVULOS Y/O ESTUDIANTES (REUNIONES, ACTIVIDADES, ENTRE OTRAS INSTANCIAS); ; ; ;6537229;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);14888798;2;ESTUDIANTE;25157;106441;ESC. BAS. PARTICULAR 1650 MIRAVALLE;13;131;13122;PEÑALOLÉN;3;3;2;13; 
2021;CAS-03294-W1N9S8;1;1;20211209;12;4;20220111;8;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;22801278;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);16229682;2;ESTUDIANTE;4898;101921;ESCUELA MANUEL AMAT Y JUNIET;8;81;8105;HUALQUI;6;2;2;8;1
2021;CAS-03295-B5P1V4;1;1;20211209;12;4;20220818;13;3;SEGURIDAD E HIGIENE;CAPACIDAD MÁXIMA DE PÁRVULOS Y/O ESTUDIANTES AUTORIZADA;CANTIDAD DE PÁRVULOS Y/O ESTUDIANTES MATRICULADOS SUPERA LA CAPACIDAD MÁXIMA AUTORIZADA;221300519;221300821;221300821;21726379;0;1;OTRO TIPO DE CIUDADANO(A); ;0;SIN INFORMACIÓN;11871;103969;COLEGIO PEDRO DE VALDIVIA;13;131;13123;PROVIDENCIA;4;4;0;13; 
2021;CAS-03296-F3Z4J6;1;1;20211209;12;4;20220422;9;2;INFRAESTRUCTURA;LOCAL O INFRAESTRUCTURA DEL ESTABLECIMIENTO EDUCACIONAL;FALTA O DEFICIENCIAS EN LA INFRAESTRUCTURA DEL ESTABLECIMIENTO;210902300;220900176; ; ;1;0;AUTORIDAD PÚBLICA; ;0;AUTORIDAD PÚBLICA; ;110596;CORAZON CONTENTO;9;91;9109;LONCOCHE;8;6;1;9; 
2021;CAS-03297-G4C9R4;1;1;20211209;12;4;20211222;13;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA APLICACIÓN DE LOS PROTOCOLOS DURANTE LA EMERGENCIA SANITARIA (PROTOCOLO DE LIMPIEZA Y DESINFECCIÓN, DE MEDIDAS SANITARIAS Y DE ACTUACIÓN FRENTE CASOS DE SOSPECHA O CONFIRMACIÓN DE CONTAGIO DE COVID-19); ; ; ;10199718;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);20498426;1;ESTUDIANTE;9727;103234;ESCUELA CIUDAD DE BARCELONA;13;131;13121;PEDRO AGUIRRE CERDA;2;1;2;13; 
2021;CAS-03298-L4V6T2;4;1;20211209;12;4;20220607;5;3;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO REALIZA PROCESO DE ADMISIÓN DISCRIMINATORIO A ESTUDIANTE O PÁRVULO;210502003; ;210502003;25846131;1;0;AUTORIDAD PÚBLICA;25846131;0;AUTORIDAD PÚBLICA;14526;104572;COLEGIO ALONSO DE QUINTERO;5;51;5107;QUINTERO;3;3;0;5; 
