AGNO;DEN_ID;DEN_CANAL;DEN_ESTADO;DEN_FEC_CREACION;DEN_MES_CREACION;DEN_TRIMESTRE_CREACION;DEN_FEC_TERMINO_DENUNCIA;DEN_OFICINA;DEN_DEPARTAMENTO;DEN_AMBITO;DEN_TEMA;DEN_SUBTEMA;FIS_ID;FIS_ID_SEGUIMIENTO;PA_ID;DEN_MRUN;DEN_AFECTADO;DEN_SEXO;DEN_TIPO;AFEC_MRUN;AFEC_SEXO;RBD;RSIE;EE_NOMBRE;EE_COD_REGION;EE_COD_PROVINCIA;EE_COD_COMUNA;EE_NOM_COMUNA;EE_COD_DEPE;EE_DEPE_AGRUP;AFEC_COD_ENSE2;DEN_REGION;DEN_CIBERBULLYING
2020;CAS-121654-K5L8B9;1;1;20200102;1;1;20200128;9;2;GESTIÓN TÉCNICO-ADMINISTRATIVA;REGISTRO DE ASISTENCIA DE PÁRVULOS Y/O ESTUDIANTES;IRREGULARIDADES EN EL REGISTRO DE ASISTENCIA DE PÁRVULOS Y/O ESTUDIANTES;200900009; ; ;8704684;1;1;OTRO TIPO DE CIUDADANO(A);8704684;2;5323; ;LICEO LONQUIMAY;9;92;9205;LONQUIMAY;2;1;0;9; 
2020;CAS-121655-N4B2N0;1;1;20200102;1;1;20210310;8;3;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;200800114; ;200800114;23888233;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);10068639;2;4736;101854;ESCUELA CORNETA CABRALES;8;81;8110;TALCAHUANO;2;1;2;8; 
2020;CAS-121656-V5V0L1;1;1;20200102;1;1;20200109;5;1;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO ASEGURA CONTINUIDAD EDUCATIVA DEL PÁRVULO Y/O ESTUDIANTE POR REDUCCIÓN DE CURSOS O FALTA DE CUPOS; ; ; ;19343995;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);6419297;2;1290;100465;COLEGIO SANTA JUANA DE ARCO;5;57;5701;SAN FELIPE;3;3;5;5; 
2020;CAS-121658-B4J7Q3;1;1;20200102;1;1;20200128;16;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;19867508;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);21875685;1;3675;101498;ESCUELA BASICA JOSE MARIA CARO RODRIGUEZ;16;161;16101;CHILLÁN;2;1;2;16;0
2020;CAS-121659-S6B1D8;1;1;20200102;1;1;20200324;6;2;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;200600075; ; ;20005312;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);22426527;2;2489;101061;ESCUELA BAS. VILLA CONVENTO VIEJO;6;63;6303;CHIMBARONGO;2;1;2;6; 
2020;CAS-121661-V4R1B1;1;1;20200102;1;1;20210629;8;3;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;200800278; ;200800278;24508945;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);1787606;1;5039;101978;ESCUELA GUILLERMO RODRIGUEZ RIOBIO;8;82;8201;LEBU;2;1;2;8; 
2020;CAS-121662-B7D9Q0;1;1;20200102;1;1;20200113;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;19158526;1;1;DIRECTOR(A)/ENCARGADO(A) REGIONAL SIE;19158526;2;9647;103193;LICEO SAN FRANCISCO;13;131;13131;SAN RAMÓN;3;3;0;13; 
2020;CAS-121665-Y5F0R2;2;1;20200102;1;1;20200106;5;1;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO PERMITE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE SELECCIONADO EN PROCESO DE ADMISIÓN; ; ; ;24666423;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);4341593;2;40155;107641;COLEGIO DIEGO VELÁZQUEZ;5;51;5109;VIÑA DEL MAR;3;3;5;5; 
2020;CAS-121666-X9N8Z3;1;1;20200102;1;1;20200124;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;SUSPENSIÓN DE CLASES A PÁRVULO Y/O ESTUDIANTE; ; ; ;19158526;1;2;DIRECTOR(A)/ENCARGADO(A) REGIONAL SIE;19158526;2;8489; ;LICEO BICENTENARIO TERESA PRATS;13;131;13101;SANTIAGO;2;1;0;13; 
2020;CAS-121667-Q4R4F5;2;1;20200102;1;1;20200110;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE; ; ; ;1397387;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);13549620;2;31175;107390;BICENTENARIO COLLEGE;13;131;13110;LA FLORIDA;3;3;5;13; 
2020;CAS-121668-S0Y1B4;2;1;20200102;1;1;20200113;2;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;SUSPENSIÓN DE CLASES A PÁRVULO Y/O ESTUDIANTE; ; ; ;1099250;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);11543621;1;217; ;LICEO BICENTENARIO LUIS CRUZ MARTINEZ;2;22;2201;CALAMA;1;1;5;2; 
2020;CAS-121671-P0N1L8;2;1;20200102;1;1;20200108;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE; ; ; ;10985980;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);3278023;2;9920; ;ESC. BASICA DIVINO JESUS;13;131;13119;MAIPÚ;3;3;2;13; 
2020;CAS-121672-G9M8C3;2;1;20200102;1;1;20200117;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE; ; ; ;602958;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);22060668;2;8650; ;COLEGIO SAN BENILDO;13;131;13127;RECOLETA;3;3;5;13; 
2020;CAS-121673-J9K4S0;2;1;20200102;1;1;20210105;13;3;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;201301170; ;201301170;6951508;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);8952349;1;24908;106337;COLEGIO PEDRO DE VALDIVIA LAS CONDES;13;131;13114;LAS CONDES;4;4;5;13; 
2020;CAS-121680-F5J7R6;1;1;20200103;1;1;20200114;13;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR NECESIDADES EDUCATIVAS ESPECIALES PERMANENTES Y/O TRANSITORIAS (TDA, DISCAPACIDAD FÍSICA Y/O INTELECTUAL, U OTRAS); ; ; ;25846236;0;2;PARLAMENTO;11150883;1;24713;106276;COLEGIO EL BOSQUE PROVINCIA CORDILLERA;13;132;13201;PUENTE ALTO;3;3;2;13; 
2020;CAS-121681-D2Y7J4;1;1;20200103;1;1;20200310;10;3;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO INFORMA O NO PUBLICA EL PROCEDIMIENTO DE SELECCIÓN, LOS RESULTADOS O EL REGISTRO PÚBLICO DE PÁRVULOS Y/O ESTUDIANTES ADMITIDOS (MEDIOS ELECTRÓNICOS, FOLLETOS O MURALES PÚBLICOS);201000087; ;201000087;5033463;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);20446702;2;22356; ;COLEGIO PAIDEIA;10;101;10101;PUERTO MONTT;3;3;5;10; 
2020;CAS-121682-R3G1R3;1;1;20200103;1;1;20200129;10;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;25846131;0;1;SUPERINTENDENCIA DE EDUCACIÓN;2724268;2;7508;102577;ESCUELA VILLA LO BURGOS;10;103;10303;PURRANQUE;2;1;2;10;0
2020;CAS-121683-N1B2Q2;1;1;20200103;1;1;20200131;10;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;25846131;0;1;SUPERINTENDENCIA DE EDUCACIÓN;16508799;1;20601; ;COLEGIO TERRAVIDA;10;101;10109;PUERTO VARAS;4;4;5;10; 
2020;CAS-121684-L9C3R4;1;1;20200103;1;1;20200122;4;1;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO ASEGURA CONTINUIDAD EDUCATIVA DEL PÁRVULO Y/O ESTUDIANTE POR REDUCCIÓN DE CURSOS O FALTA DE CUPOS; ; ; ;12780337;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);23450886;2;12781;104194;AMAZING GRACE ENGLISH SCHOOL;4;41;4101;LA SERENA;4;4;5;4; 
2020;CAS-121685-M2K9P4;1;1;20200103;1;1;20200115;12;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;22836659;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);2190222;2;8479;102802;ESCUELA CERRO SOMBRERO;12;123;12302;PRIMAVERA;2;1;2;12;0
2020;CAS-121686-T9F5L1;1;1;20200103;1;1;20210311;13;3;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);201301205; ;201301205;15711820;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);3716499;1;10515;103609;ESCUELA DOMINGO FAUSTINO SARMIENTO;13;132;13201;PUENTE ALTO;3;3;2;13;0
2020;CAS-121687-C9S7W6;1;1;20200103;1;1;20201023;4;3;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;200400201; ;200400201;5831459;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);20572875;1;517; ;LICEO GREGORIO CORDOVEZ;4;41;4101;LA SERENA;1;1;2;4; 
2020;CAS-121688-D9Q3M8;1;1;20200103;1;1;20200109;1;1;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO PERMITE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE SELECCIONADO EN PROCESO DE ADMISIÓN; ; ; ;10219957;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);26150956;1;117;100048;ESCUELA PAULA JARAQUEMADA ALQUIZAR;1;11;1101;IQUIQUE;1;1;2;1; 
2020;CAS-121689-X4Z1B6;1;1;20200103;1;1;20200121;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;10192170;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);1649837;1;10205;103448;ESCUELA GENERAL MANUEL BULNES PRIETO;13;131;13128;RENCA;1;1;2;13;0
2020;CAS-121690-B8F8P4;2;1;20200103;1;1;20200121;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;23986617;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);1231549;1;26117;106978;ESCUELA BÁSICA N 149 SAN MARCEL;13;134;13402;BUIN;3;3;2;13;0
2020;CAS-121692-Y4Q0M6;1;1;20200103;1;1;20200131;10;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;25846131;0;1;SUPERINTENDENCIA DE EDUCACIÓN;20448637;2;22224;105984;COLEGIO PROYECCION SIGLO XXI;10;103;10301;OSORNO;3;3;2;10;0
2020;CAS-121693-L0L8K7;1;1;20200103;1;1;20200110;6;1;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO PERMITE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE SELECCIONADO EN PROCESO DE ADMISIÓN; ; ; ;8673269;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);5003560;1;15792;104943;COLEGIO REAL DE CAREN;6;61;6108;MACHALÍ;3;3;2;6; 
2020;CAS-121695-L7J9B3;1;1;20200103;1;1;20201019;11;3;ADMISIÓN;PROCESO DE ADMISIÓN;ESTABLECIMIENTO NO INFORMA O NO PUBLICA EL PROCEDIMIENTO DE SELECCIÓN, LOS RESULTADOS O EL REGISTRO PÚBLICO DE PÁRVULOS Y/O ESTUDIANTES ADMITIDOS (MEDIOS ELECTRÓNICOS, FOLLETOS O MURALES PÚBLICOS);201100006; ;201100006;14437561;1;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);14437561;2;24212;106185;COLEGIO ALIANZA AUSTRAL DE COYHAIQUE;11;111;11101;COYHAIQUE;3;3;0;11; 
2020;CAS-121696-Q3H1X3;2;1;20200103;1;1;20200115;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;23986617;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);1231549;1;26117;106978;ESCUELA BÁSICA N 149 SAN MARCEL;13;134;13402;BUIN;3;3;2;13; 
2020;CAS-121697-L4X0Z7;2;1;20200103;1;1;20200110;13;1;GESTIÓN DE RECURSOS FINANCIEROS;USO DE LA SUBVENCIÓN O APORTES DEL ESTADO;IRREGULARIDADES EN EL USO DE OTROS TIPOS DE SUBVENCIÓN O APORTES DEL ESTADO (SUBVENCIÓN GENERAL, APORTES DEL ESTADO A ESTABLECIMIENTOS DE EDUCACIÓN PARVULARIA U OTROS); ; ; ;23986617;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);1231549;1;26117;106978;ESCUELA BÁSICA N 149 SAN MARCEL;13;134;13402;BUIN;3;3;2;13; 
2020;CAS-121701-B0F8S8;2;1;20200103;1;1;20200117;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE; ; ; ;15020043;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);6077666;2;9341;103089;ESCUELA PART. JOHN PAUL SCHOOL;13;131;13110;LA FLORIDA;3;3;2;13; 
2020;CAS-121703-V2P2M9;1;1;20200103;1;1;20200116;13;1;SEGURIDAD E HIGIENE;ACCIDENTES DE PÁRVULOS Y/O ESTUDIANTES EN EL CONTEXTO EDUCATIVO;ACCIDENTES DE PÁRVULOS Y/O ESTUDIANTES OCURRIDOS POR MEDIDAS DE SEGURIDAD INSUFICIENTES EN SALIDAS PEDAGÓGICAS Y/O ACTIVIDADES EXTRACURRICULARES; ; ; ;12613594;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);7238418;2;26367;107125;LINCOLN COLLEGE SAN BERNARDO;13;134;13401;SAN BERNARDO;3;3;5;13; 
2020;CAS-121704-C2B4J9;2;1;20200103;1;1;20200107;5;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE; ; ; ;23204919;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);23255149;1;14537;104576;COLEGIO ADONAY PUKALAN;5;54;5401;LA LIGUA;3;3;5;5; 
2020;CAS-121705-C5V8M9;2;1;20200103;1;1;20201211;5;3;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;200500386; ;200500386;23204919;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);23255149;1;14537;104576;COLEGIO ADONAY PUKALAN;5;54;5401;LA LIGUA;3;3;5;5; 
2020;CAS-121706-K7D4C8;2;1;20200103;1;1;20200114;13;1;GESTIÓN TÉCNICO-ADMINISTRATIVA;REGISTRO DE ASISTENCIA DE PÁRVULOS Y/O ESTUDIANTES;IRREGULARIDADES EN EL REGISTRO DE ASISTENCIA DE PÁRVULOS Y/O ESTUDIANTES; ; ; ;1934514;1;2;DOCENTE;1934514;2;25753; ;CENTRO EDUC. PRINCIPADO DE ASTURIA ADULTO;13;132;13201;PUENTE ALTO;3;3;6;13; 
2020;CAS-121707-D1J6P9;2;1;20200103;1;1;20200128;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE; ; ; ;6284770;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);18759157;1;10595;103657;ESCUELA BASICA PARTICULAR ROBERTO LORCA;13;134;13401;SAN BERNARDO;3;3;2;13; 
